title,genre,nation,running_time,release_date,director,actor,grade,summary,poster
숲의 비명 : 사라진 사람들,"공포, 스릴러",한국,72분,2021 .08.26 개봉,전혜림,"박지원(지원), 정희민(희민), 문주하(예원)",15세 관람가,"방생한 반달곰을 추적하기 위해 강원도 깊은 산골로 들어가게 된
 수의학과 학생들에게
 느닷없이 음산한 기운이 드리워지는,
 깊은 산으로 들어갈수록 반달곰 추적기는 같은 자리를 맴돌고,
 서서히 공포가 밀려오는데...
 
 산 속에서 벌어지는 사실 공포 스릴러
 
 몸을 얼리는 리얼 공포 !
 비명은 곧, 영화를 보는 당신이 지른다 !
 진실을 알고 싶다면 실눈이라도 떠라 !",https://movie-phinf.pstatic.net/20210806_76/1628212912779NKh3m_JPEG/movie_image.jpg?type=m203_290_2
슈퍼노바,"드라마, 멜로/로맨스",영국,94분,2021 .05.12 개봉,해리 맥퀸,"콜린 퍼스, 스탠리 투치",15세 관람가,"오랜 시간 서로의 구세주이자 사랑하는 연인,
 그리고 최고의 친구로 지내온 ‘샘’(콜린 퍼스)과 ‘터스커’(스탠리 투치).
 기억을 잃어가는 ‘터스커’와 그를 변함없이 사랑하는 ‘샘’은
 마지막 여행을 떠나게 된다.
 끝나지 않았으면 하는 여행이 끝나갈수록,
 그들의 감정은 점차 고조되는데…
 
 차마 사라지지 못하고 우주를 떠돌 마음의 파편,
 그곳에 가장 빛나는 사랑이 있었다.",https://movie-phinf.pstatic.net/20210416_88/1618552824988DvxeU_JPEG/movie_image.jpg?type=m203_290_2
슈퍼문,"애니메이션, 모험, 코미디",한국,74분,2021 .09.09 개봉,홍대영,"송유미(건우), 김정훈(도새), 이승준(사슴지킴이, 대장멧돼지)",전체 관람가,"어느 날 갑자기 머리에 뿔이 생긴 10살 소년 건우는 숲의 지킴이가 된다.
 
 그러던 중 동물들을 마구 사냥하는 밀렵꾼과
 세상을 지배하려는 좀비 호랑이가 나타나 숲은 위기에 빠진다.
 동물 친구들을 구하기 위해
 아름다운 한반도의 자연을 지키기 위해
 
 건우와 친구들은 숲을 구할 열쇠가 있는 슈퍼문을 향해 모험을 떠난다!",https://movie-phinf.pstatic.net/20210813_188/1628819089886yaWaC_JPEG/movie_image.jpg?type=m203_290_2
스네이크 아이즈: 지.아이.조,"액션, 모험, 판타지",캐나다,121분,2021 .09.09 개봉,로베르트 슈벤트케,"헨리 골딩, 우슬라 코르베로, 앤드류 코지",15세 관람가,"스네이크 아이즈 VS 스톰 쉐도우
 친구였던 그들이 적이 된 이유는 있다
 마스크 뒤 그들의 이야기",https://movie-phinf.pstatic.net/20210901_122/1630456803915m4JWs_JPEG/movie_image.jpg?type=m203_290_2
스마일 페이스 킬러,"공포, 스릴러",미국,96분,2021 .01 개봉,팀 헌터,"로넨 루빈스타인, 미아 세라피노",청소년 관람불가,"1990년대 후반 미국 중서부 지역에서 젊고 잘생긴 남자 대학생만을 살해하는 연쇄살인범이 나타난다.
 연쇄살인범은 살해 현장에 웃는 얼굴을 묘사한 독특한 '스마일' 시그니처를 남겨 자신을 쫓는 경찰을 비웃는다.
 연쇄살인범을 향한 공포와 호기심으로 도시가 어둡에 휩싸일 무렵,
 평범한 대학생 제이크는 발신자 제한 번호로 소름 끼치는 사진과 함께 의문의 문자를 받는데...",https://movie-phinf.pstatic.net/20210106_93/1609897488484u7as9_JPEG/movie_image.jpg?type=m203_290_2
스매시 앤 그랩: 보석강도단 핑크 팬더,"다큐멘터리, 애니메이션, 범죄, 스릴러",영국,89분,2021 .03.11 개봉,하바나 마킹,"토미슬라브 톰 벤존, 자스민 토팔루시치, 다니엘 비비안",12세 관람가,"핑크 팬더는 2000년대 전 세계 최고급 보석상만 골라
 지금까지 수천억 원에 달하는 보석을 털어왔으며
 범행에 걸린 시간은 평균 1분도 채 안 된다.
 
 전형적인 범죄 조직과 차별화된 그들을 추적하던 감독이
 수배 중인 실제 조직원들과 은밀한 만남을 갖게 되면서
 발칸 반도에서 ‘로빈 후드’로 불리는 핑크 팬더의 정체와
 국제 다이아몬드 거래의 어둡고 위험한 세계가 드러난다.",https://movie-phinf.pstatic.net/20210318_189/1616044648728siyWn_JPEG/movie_image.jpg?type=m203_290_2
스쿨 아웃 포에버,"코미디, 드라마, 공포, SF, 스릴러",영국,105분,2021 .09.29 개봉,올리버 밀번,"오스카 케네디, 리암 로 페르난데즈, 재스민 블랙보로우",청소년 관람불가,"최악의 팬데믹 발생!
 전 세계 인구 95% 사망
 오직 Rh-O형만 면역력 보유
 세상이 진짜로 망해버렸다!
 
 전염병과 난폭해진 사람들을 피해 학교에 모인 키건과 친구들
 현실 생존에선 그동안 배운 것은 모두 무쓸모!
 지금부턴 실전이다! 본능대로 살아남아라!",https://movie-phinf.pstatic.net/20210831_7/1630399407921MTlDg_JPEG/movie_image.jpg?type=m203_290_2
스쿨 오브 락(樂),다큐멘터리,한국,70분,2021 .05.13 개봉,강호준,방승호(본인),전체 관람가,"꿈도, 배우고자 하는 열의도 없던 학생들이 모인
 그곳에 날라리 교장선생님이 부임했다!
 이상한 탈을 쓰고 등교하는 건 기본이요,
 점심시간마다 학교를 가득 채우는 버스킹에
 발 디딜 틈 없이 북적거리는 교장실까지!
 
 “공부를 포기했다고 인생도 포기한 건 아니야!”
 
 아무도 귀 기울이지 않던 아이들의 이야기를 들어주는 선생님과
 그 안에서 인생의 목표를 찾아가는 아이들.
 어디서도 본 적 없는 날라리 교장쌤의 특별한 ‘인생수업’이 시작된다!
 
 공부보다 중요한 ‘진짜 인생’은 지금부터!
 오늘도 신나게 학교 다녀오겠습니다!",https://movie-phinf.pstatic.net/20210503_128/1620005908087htdxw_JPEG/movie_image.jpg?type=m203_290_2
스토커,"미스터리, 스릴러, 공포",한국,73분,2021 .07 개봉,이숭환,"김가빈, 여우린",15세 관람가,"27살의 취업 준비생 하늘은 아르바이트 하는 카페와 가까운 옥탑방으로 첫 독립을 한다. 하늘은 남자친구인 민준과 함께 이사를 하고 입주한 날 2층의 남자를 마주친다.
 
 이후 하늘은 독립의 즐거움을 만끽하며 취업준비에 열중하는데 공용공간인 옥상에서 담배를 태우며 그녀를 주시하는 2층 남자 때문에 불쾌해한다. 심지어 하늘이 일하는 카페에 찾아와 지켜보는 2층 남자에게 하늘이 경고하지만 그는 무시한다. 이에 화가 난 하늘은 집으로 찾아온 친구 미정과 술을 마시는데 기괴한 모습을 한 의문의 남자가 자신에게 다가오는 것을 목격하는데 전혀 눈치채지 못하는 미정.
 
 불안한 하루를 보내던 하늘은 골목에서 또다시 의문의 남자에게 쫓기고 도망쳐온 집에서 아이들이 뛰는 듯한 소리를 반복해서 듣게 된다. 이러한 상황이 거듭되자 점점 신경이 날카로워지는 하늘은 계속 기괴한 모습을 한 의문의 남자에게 쫓기며, 집안에서 흉측한 모습의 아이들이 등장하는 악몽에 시달린다. 악몽과 현실이 분간되지 않는 나날을 보내는 하늘은 꿈속의 장면을 목격한 어릴 적 기억을 떠올리고 의문의 남자는 계속 그녀를 압박하며 기어이 목을 조르고야 마는데…",https://movie-phinf.pstatic.net/20210727_111/1627351383858MBGJ0_JPEG/movie_image.jpg?type=m203_290_2
스토커,스릴러,미국,86분,2021 .08.12 개봉,타일러 새비지,크리스틴 고,15세 관람가,"오랜 연인과 엉망진창인 이별을 겪은 앤디 에스코베도는 새롭게 시작하기로 마음먹고 텍사스주 오스틴에서 LA로 이사한다.
 앤디는 낯선 도시에서 새로운 인맥을 얻으려고 다소 특이한 구석이 있는 승차 공유 기사 로저와 친구가 된다.
 하지만 앤디가 새로 만난 여자 친구 샘과의 연애에 푹 빠져 로저와 거리를 두기 시작하자
 로저는 갑자기 이상한 행동을 보이며 앤디의 목을 죄어 오는데...",https://movie-phinf.pstatic.net/20210723_105/1627005076306IFagO_JPEG/movie_image.jpg?type=m203_290_2
스트레스 제로,애니메이션,한국,93분,2021 .02.03 개봉,이대희,"임채헌, 유동균, 김승태",전체 관람가,"어느 날 도심 곳곳에 정체를 알 수 없는 거대한 불괴물이 나타나 대한민국은 혼란에 빠진다.
 불괴물의 습격으로 졸지에 직장을 잃은 짱돌은 친구 고박사, 타조와 함께
 ‘스트레스 제로’를 팔아 백수 탈출을 하고자 하지만,
 이 음료가 바로 불괴물을 막을 수 있는 유일한 비밀임을 알게 되는데..!
 갑자기 히어로가 된 아빠 짱돌과 친구들은 과연 불괴물을 잡고, 세상을 구할 수 있을까?",https://movie-phinf.pstatic.net/20210114_245/1610613719280OTa9h_JPEG/movie_image.jpg?type=m203_290_2
스티브 맥퀸: 더 맨 앤 르망,다큐멘터리,미국,102분,2021 .10 개봉,"가브리엘 클락, 존 맥케나","스티브 맥퀸(본인), 채드 맥퀸(본인)",12세 관람가,"‘빠삐용’에 출연하기 몇 해 전,
 1960년대를 대표하던 할리우드 스타 배우 ‘스티브 맥퀸’은
 평생의 소원이었던 레이싱 영화를 촬영하기 위해
 프랑스 ‘르망’으로 떠난다.
 
 질주하는 도로 위에서 느끼는 자유로움을
 스크린으로 전달하고 싶던 그는
 영화 제작사를 설립해 직접 감독을 섭외하고
 레이싱 카에 개조한 카메라를 설치하며 열의를 보이지만,
 늘어나는 촬영 회차와 투자사와의 불화로
 영화는 점점 그가 원하는 방향에서 멀어져 간다.
 
 여기에 뜻하지 않던 불의의 사고가 더해져
 꿈을 향해 질주하던 그에게 브레이크를 걸고 마는데…",https://movie-phinf.pstatic.net/20211001_57/1633078412496UWQwR_JPEG/movie_image.jpg?type=m203_290_2
스틸워터,"드라마, 범죄, 스릴러",미국,138분,2021 .10.06 개봉,토마스 맥카시,"맷 데이먼, 아비게일 브레스린",15세 관람가,"친구를 살해한 혐의로 감옥에 갇힌 딸의 무죄를 입증할 마지막 기회를 위해 나서는 아빠 '빌'
 사건의 실체에 가까워질수록 예기치 못한 사실을 알게 되는데…",https://movie-phinf.pstatic.net/20211006_259/1633512362860VmpOw_JPEG/movie_image.jpg?type=m203_290_2
스파이럴,스릴러,미국,93분,2021 .05.12 개봉,대런 린 보우즈만,"크리스 록, 사무엘 L. 잭슨, 마리솔 니콜스",청소년 관람불가,"경찰서로 배달된 의문의 소포
 그리고 시작된 경찰 연쇄살인
 또 다른 살인이 시작되기 전 단서를 찾고 사건을 해결하라!",https://movie-phinf.pstatic.net/20210427_222/1619511153612Vrb5k_JPEG/movie_image.jpg?type=m203_290_2
스파이의 아내,"서스펜스, 멜로/로맨스",일본,116분,2021 .03.25 개봉,구로사와 기요시,"아오이 유우, 타카하시 잇세이, 히가시데 마사히로",12세 관람가,"아시아에 전운이 감돌던 1940년, 무역상 유사쿠는 사업차 만주국으로 향한다. 이곳에서 벌어지는 갖가지 참상을 목격한 유사쿠는 현실을 바꾸기 위해 직접 나서고, 유사쿠의 이러한 위험한 행동은 일본에 살고 있는 아내 사토코의 일상에도 영향을 미친다. NHK TV 드라마를 영화로 다시 만든 작품으로 2020년 베니스영화제에서 감독상을 수상했다.",https://movie-phinf.pstatic.net/20210308_237/1615171952260dkz3u_JPEG/movie_image.jpg?type=m203_290_2
스페셜 포스 전랑,"판타지, 액션",중국,72분,2021 .07 개봉,슈에 원화,진성욱,15세 관람가,"강납시 공안 특경대들이 임무 수행 중에 습격을 받아 한 명은 사망하고 나머지 셋은 부상당한 채 납치를 당한다. 범인은 검은 조직 풍구파의 우두머리 풍구성으로, 그의 목적은 감옥에 있는 동생 풍구량과 인질들을 교환하는 것이다. 특경대 대장 소극은 이번 임무를 맡게 되었지만 별다른 진전을 보이지 못한다. 그러던 와중 지난번 풍구파 소탕 작전에서 군기를 어기고 특전사를 전역한 주양이 그의 앞에 나타난다. 풍구성으로 인해 중대장을 잃은 주양은 풍구성을 잡고 싶다며 작전에 참가 의지를 밝힌다.",https://movie-phinf.pstatic.net/20210628_46/1624868498168Y7GII_JPEG/movie_image.jpg?type=m203_290_2
스페이스 시그널,"모험, 미스터리, 액션",미국,101분,2021 .04 개봉,롭 요크,"브랜던 올리브, K. 데이너 제랄드",12세 관람가,"어느 날 나사(NASA)는 태양계 내에서 불가사의한 세 가지 패턴의 신호를 포착한다. 우주비행사 로저 넬슨은 나사와 국방부의 추천으로 미지의 신호를 보낸 송신기 정체를 알아오라는 임무를 맡게 된다. 넬슨 사령관은 탐사 기간 10년을 예상하며 아내 애비게일을 지구에 남겨두고 마젤란 호에 홀로 탑승한다. 토성, 트라이튼, 에리스에서 신호 송신기로 추정되는 구 형태의 물체를 채집하고 임무 완수의 기쁨을 누리고 지구로 돌아갈 일만 남은 마젤란 호와 넬슨 사령관. 광활한 우주의 세계에서 정체불명의 무수한 신호가 마젤란 호로 집중되며 마치 넬슨 사령관에게 더 깊은 곳으로의 탐사를 권하는 듯 보이는데....",https://movie-phinf.pstatic.net/20210330_15/1617087789242jQw5D_JPEG/movie_image.jpg?type=m203_290_2
스페이스 잼: 새로운 시대,"애니메이션, 모험, 코미디",미국,115분,2021 .07.15 개봉,말콤 D. 리,"르브론 제임스, 돈 치들, 젠데이아 콜먼",전체 관람가,"농구를 하기 싫다며 투정하는 아들이 갑자기 사라지고,
 매트릭스 같은 공간으로 빨려 들어간 아빠 킹 제임스 앞에 나타난 도메인의 왕은
 아들을 만나려면 자신과의 농구 경기에서 이겨야 한다는 것!
 워너 3000 엔터테인먼트 서버버스의 ‘툰 월드’에 떨어진 킹 제임스는 아들을 되찾기 위해
 루니 툰 캐릭터들과 드림팀을 결성, 군 스쿼드와 시합을 펼치는데…
 놀랄 준비 완료? 지금부터 게임의 룰이 바뀐다, 레디 플레이어 원!",https://movie-phinf.pstatic.net/20210708_257/1625728215707Oi5DA_JPEG/movie_image.jpg?type=m203_290_2
스푸트닉,"SF, 스릴러",러시아 연방,114분,2021 .02.04 개봉,에고르 아브라멘코,"오크사나 아킨쉬나, 표도르 본다르추크, 피요트르 피오도로프",15세 관람가,"1983년. 우주궤도를 돌던 오르비타-4호가 원인불명의 사고로 지구에 불시착한다.
 국가는 사고의 원인을 규명하기 위해 유일한 생존자인 우주비행사를 조사한다.
 
 이상하리만큼 빠른 회복속도와 안정세, 모든 것이 의심스러운 가운데
 보다 정밀한 조사를 위해 뇌전문의 클리모바가 연구소로 향하고
 알 수 없는 새로운 현상들을 발견하게 되는데…
 
 유일한 생존자, 그리고 함께 귀환한 그것
 예상치 못한 최악의 시나리오
 전쟁이 시작된다!",https://movie-phinf.pstatic.net/20210129_206/1611911388763fqWkf_JPEG/movie_image.jpg?type=m203_290_2
스프링 송,"드라마, 뮤지컬",한국,83분,2021 .04.21 개봉,유준상,"유준상(준상), 김소진(소진), 아키노리 나카가와(아끼)",전체 관람가,"겨울이 끝나길 기다리던 어느 날,
 ‘준상’은 새로운 곡을 준비하던 밴드 멤버 ‘준화’에게
 뮤직비디오 제작을 제안한다.
 
 언젠가 우연히 본 영화를 떠올리며
 촬영지부터 콘티, 대사까지 즉흥적으로 정하게 된 ‘준상’.
 일본 배우 ‘아키노리’와 한국 배우 ‘소진’, 그리고 ‘순원’까지
 준상의 갑작스러운 계획 하나로 한곳에 모이게 된다.
 
 온전히 마음이 움직이는 대로 함께하게 된 네 남녀,
 과연 우리는 이 노래의 끝에서 봄을 만날 수 있을까?",https://movie-phinf.pstatic.net/20210412_168/1618215061524JTs0f_JPEG/movie_image.jpg?type=m203_290_2
스피릿,"애니메이션, 모험",미국,88분,2021 .09.15 개봉,일레인 보겐,"이사벨라 머세드(럭키 프레스콧 목소리), 줄리안 무어(코라 고모 목소리), 제이크 질렌할(짐 프레스콧 목소리)",전체 관람가,"어릴 적 엄마를 잃고 ‘코라’ 고모와 할아버지 손에 자란 호기심 많은 소녀 ‘럭키’는
 방학동안 ‘코라’ 고모와 함께 아빠가 홀로 살고 있는 미라데로에 머물게 된다.
 
 오랜만에 만난 아빠와의 서먹한 관계에서 어려움을 느끼던 ‘럭키’는
 우연히 에너지 넘치는 야생마 ‘스피릿’을 만나 특별한 교감을 나누게 되고,
 새로 사귄 친구 ‘아비게일’, ‘프루’와 함께하며 두근거림과 자유로움을 경험한다.
 
 어느 날, ‘스피릿’과 그의 야생마 가족이 악당들에 의해 위험에 처하게 되고
 ‘럭키’는 이들을 구하기 위해 친구들과 두려움을 무릅쓴 모험에 나서는데…",https://movie-phinf.pstatic.net/20210819_12/1629352964602PHIXF_JPEG/movie_image.jpg?type=m203_290_2
습도 다소 높음,"코미디, 드라마",한국,77분,2021 .09.01 개봉,고봉수,"백승환(승환/<젊은그대> 中 수행비서), 이희준(<젊은 그대> 감독), 고주환(주환/<젊은그대> 中 남주인공)",15세 관람가,"<낭만극장 이용수칙>
 체온 체크
 문진표 작성
 마스크 착용 필수…
 
 “그런데 에어컨은 왜 안 틀죠?”
 이것이 진짜 재난이다!
 
 극한의 습도가 엄습해온 어느 여름날,
 이희준 감독의 신작 <젊은 그대> 시사회를 보기 위해 관객들이 극장에 모여든다.
 하지만 이게 웬걸,
 긴축경영으로 에어컨 가동을 거부한 극장은 관객들이 뿜어내는 고온의 짜증으로 더욱더 다습해져 가고,
 그저 쾌적하고 싶을 뿐인 관객들은 정신을 혼미하게 하는 습도의 폭격에 돌발 행동을 보이기 시작하는데...
 
 일생일대의 위기가 이렇게 온다고?!
 누구도 살아남을 수 없는 습도 대폭발, 웃음 대폭발의 하루가 시작된다!",https://movie-phinf.pstatic.net/20210901_18/16304789554917C70F_JPEG/movie_image.jpg?type=m203_290_2
시 읽는 시간,다큐멘터리,한국,74분,2021 .03.25 개봉,이수정,"오하나(본인), 김수덕(본인), 안태형(본인)",12세 관람가,"서울에 사는 다섯 명의 사람들, 그들은 처음으로 자신의 불안에 관해서 이야기한다.
 카메라 앞에서 들려주는 그들의 목소리는 마치 시를 읽는 것 같다.
 고단한 직장생활에 대해 약을 먹으며 버텨야 할지를 고민하는 30대 여성,
 선택을 생각할 틈도 없이 기계처럼 일했지만 해고자 신세가 된 노동자,
 20년 넘게 안정된 직장을 다니지만 알 수 없는 죄의식으로 공황 장애를 앓은 50대 남자,
 불안한 현실보다는 게임 속 세상에서 안정을 찾는 남자,
 자신이 겪은 혐오와 차별을 모든 약자의 고통과 동일시하는 여성까지.
 이들은 각자 다른 처지이지만 불확실과 비참한 현실 앞에 선 자기 자신을 바라본다.",https://movie-phinf.pstatic.net/20210323_121/1616465992978K3XLL_JPEG/movie_image.jpg?type=m203_290_2
시간의 끝에서 널 기다려,"드라마, 판타지, 멜로/로맨스",홍콩,115분,2021 .02.17 개봉,요정정,"리홍기(린거), 이일동(치우첸)",12세 관람가,"어린 시절 린거(리홍기)의 유일한 친구는 치우첸(이일동)이었다.
 치우첸의 전학으로 헤어진 두 사람은
 고등학교에서 재회하고 서로에게 호감을 느끼게 된다.
 
 린거의 생일을 함께 보낸 그 날, 마음을 고백하려던 순간
 교통사고로 치우첸을 잃고 만다.
 절망에 빠진 린거는 그녀를 살려달라며 애원하고
 기적처럼 시간을 되돌려 치우첸을 구한다.
 하지만 손목시계의 신비한 힘을 빌린 대가로
 존재하지 않는 사람이 된 린거는 모두의 기억에서 지워지는데…
 
 어긋나버린 시간의 끝에서
 두 사람은 다시 만날 수 있을까?",https://movie-phinf.pstatic.net/20210125_51/1611543896745hr1jJ_JPEG/movie_image.jpg?type=m203_290_2
시카다 3301,"액션, 스릴러",미국,105분,2021 .07.01 개봉,앨런 리치슨,"잭 케시, 코너 레슬리, 론 푼체스",청소년 관람불가,의문의 웹 조직에게 지능 테스트 메시지를 받은 천재 해커 ‘코너’가 그들의 정체를 밝히기 위해 복잡한 퍼즐을 푸는 과정을 담은 코드브레이킹 스릴러,https://movie-phinf.pstatic.net/20210621_167/16242537656014nMrw_JPEG/movie_image.jpg?type=m203_290_2
신 강시선생,"공포, 액션, 스릴러",중국,78분,2021 .08 개봉,유관위,"전소호, 서소강",15세 관람가,"배고픈 귀신들을 위한 귀신절에
 갑자기 출몰한 강시들로
 마을은 위기에 빠지게 된다.
 
 혼비백산이 된 마을을 구하기 위해
 사투를 벌이는 퇴사마 ‘하오’는
 이 사태에 무시무시한 음모가
 숨겨져 있다는 것을 밝혀내는데…
 
 역대급 퇴마 호러액션이 온다!",https://movie-phinf.pstatic.net/20210715_85/1626336755323L7t3E_JPEG/movie_image.jpg?type=m203_290_2
신 테니스의 왕자 효테이 vs 릿카이 : 게임 오브 퓨처 전편,애니메이션,일본,50분,2021 .03.24 개봉,카와구치 케이이치로,"스와베 쥰이치(아토베 케이고), 호시 소이치로(무카히 가쿠토), 나미카와 다이스케(오오토리 쵸타로)",전체 관람가,"U-17 월드컵이 끝나고 선수들이 저마다 일상으로 돌아왔을 무렵.
 효테이는 히요시를 필두로 오오토리, 카바지 등
 2학년이 새로운 중심이 되어 테니스부를 이끌어 가고 있다.
 이 모습을 지켜보던 아토베는 그룹에서 신설한 테니스 코트의
 시범경기 상대 학교로 '제왕’ 릿카이를 지명하는데...
 지난 대회에서 풀지 못한 아쉬움과
 다음 세대에 전하는 새로운 결의가 교차하는
 효테이 vs 릿카이 환상적인 꿈의 경기가 시작된다!",https://movie-phinf.pstatic.net/20210305_203/1614920212117AFeua_JPEG/movie_image.jpg?type=m203_290_2
신 테니스의 왕자 효테이 vs 릿카이 : 게임 오브 퓨처 후편,애니메이션,일본,48분,2021 .06.09 개봉,카와구치 케이이치로,"스와베 쥰이치(아토베 케이고), 호시 소이치로(무카히 가쿠토), 나미카와 다이스케(오오토리 쵸타로)",전체 관람가,"아토베 그룹에서 신설한 테니스 코트에서 펼쳐지는
 효테이 vs 릿카이의 환상적인 꿈의 경기는 아직 끝나지 않았다.
 드디어 성사되는 ‘킹’과 ‘신의 아이’의 대결,
 그리고 3학년이 다음 세대에 전하는 새로운 결의가 뜨겁게 교차한다!",https://movie-phinf.pstatic.net/20210525_100/16219204151498VtQ9_JPEG/movie_image.jpg?type=m203_290_2
신해석 삼국지,"코미디, 액션",일본,113분,2021 .06.24 개봉,후쿠다 유이치,"오오이즈미 요(유비), 오구리 슌(조조), 카쿠 켄토(주유)",12세 관람가,"1800년 전, 위.촉.오 세 나라가 패권을 다투는 격동의 시기.
 짜증도, 투덜도 잘 내는 똥꼬발랄 촉나라 ‘유비’는
 어쩔 수 없는(?) 세력 확장을 위해 팔랑귀 예스맨 ‘손권’과 함께 손을 잡는다.
 촉.오나라 연합군 3만 vs 프로 음주가무러 ‘조조’가 이끄는 위나라 80만.
 바로, 그 전설의 적벽대전이 시작된다!
 
 감당불가 상상력 X 저세상 배꼽텐션
 혼을 쏙~ 빼 는 무근본 웃음 전쟁 개전!",https://movie-phinf.pstatic.net/20210616_153/1623828626541EiG2y_JPEG/movie_image.jpg?type=m203_290_2
실: 인연의 시작,"드라마, 멜로/로맨스",일본,130분,2021 .10.14 개봉,제제 타카히사,"스다 마사키, 고마츠 나나",12세 관람가,"열두 살에 만난 첫사랑 ‘렌’과 ‘아오이’.
 한눈에 서로의 상처를 알아보고 보듬어주며
 두 사람의 인연이 시작된다.
 함께 있어 즐거웠던 시간도 잠시
 ‘아오이’ 가족이 쫓기듯 떠나면서 헤어지고 만다.
 
 “운명의 실’이 있다고 생각해”
 ‘아오이’가 준 소원팔찌를 8년 동안 간직한 ‘렌’.
 어느 날 소원팔찌가 끊어지고 두 사람은 운명처럼 재회한다.
 그 후 우연한 만남과 헤어짐이 반복되지만
 그때마다 서로의 곁에 이미 다른 사람이 있어 엇갈리는데…",https://movie-phinf.pstatic.net/20210913_162/1631511438538bd2g6_JPEG/movie_image.jpg?type=m203_290_2
실종: 사라진 사람들,"스릴러, 공포",미국,86분,2021 .03.18 개봉,스타니슬라브 카프랄로브,이바나 사크노,15세 관람가,"전 세계 프리 라이더들의 메카로 알려진 블랙 릿지에 커플 ‘미아’와 ‘맥스’가 도착한다.
 하지만, 실종자가 급증한 블랙 릿지는 이미 폐쇄되고
 계획된 프로포즈를 망치고 싶지 않았던 ‘맥스’는 ‘미아’와 몰래 그곳으로 향한다.
 
 설원의 절경에 감탄해 잠깐 사진을 찍고 있는 ‘미아’를 뒤로 한 채
 ‘맥스’는 프로포즈를 위해 먼저 내려가고
 
 잠시 후 ‘미아’도 뒤따라 내려가지만 한참을 가도 ‘맥스’는 보이질 않는다.
 
 한참을 헤매던 중 ‘미아’의 눈 앞에 장미 꽃 길
 저 멀리 어렴풋이 사람의 실루엣은 아무 말 없이 어색한 손짓만 보이다가 누군가에게 끌려가고
 곧이어 의문의 존재가 맹렬하게 ‘미아’를 추격하기 시작하는데…
 
 끝없이 펼쳐진 설원 속
 더 이상 숨을 곳도 없다!",https://movie-phinf.pstatic.net/20210309_137/1615279627094WvcQh_JPEG/movie_image.jpg?type=m203_290_2
실크 로드,"범죄, 드라마, 스릴러",미국,116분,2021 .06.09 개봉,틸러 러셀,"닉 로빈슨, 제이슨 클락, 알렉산드라 쉽",15세 관람가,"개인이 마약을 하든 뭘 하든
 국가의 통제는 억압이라 생각하는
 상위 1% 비합법적 천재 ‘로스’.
 
 뛰어난 두뇌와 치밀한 계획으로
 비트코인을 이용해 흔적 없이
 마약 쿨거래가 가능한
 다크 웹사이트 ‘실크로드’를 만든다.
 
 ‘실크로드’로 돈맛을 알고
 세상을 향한 X를 날렸다고 생각한 바로 그 순간,
 정체불명 누군가가 말을 걸어오는데…",https://movie-phinf.pstatic.net/20210517_145/1621236747097hafJh_JPEG/movie_image.jpg?type=m203_290_2
십개월의 미래,드라마,한국,96분,2021 .10.14 개봉,남궁선,최성은(미래),12세 관람가,"만성 숙취를 의심하던 미래는 자신이 임신 10주라는 사실을 알고 당황한다.
 아무 예고 없이 찾아온 변수 앞에서 갈팡질팡하는 사이,
 가족과 연인, 국가는 각기 다른 방향을 제시하고 미래의 십개월은 빠른 속도로 흘러간다.",https://movie-phinf.pstatic.net/20210927_263/1632717952117WDnQH_JPEG/movie_image.jpg?type=m203_290_2
십계,애니메이션,미국,88분,2021 .12.02 개봉,"빌 보이스, 존 스트로나크","벤 킹슬리(나레이터), 크리스찬 슬레이터(모세 목소리), 알프리드 몰리나(람세스)",전체 관람가,"“나는 아브라함의 하나님, 이삭의 하나님, 야곱의 하나님이다”
 이스라엘 백성의 번성을 두려워한 바로는 이스라엘 아기를 죽이라 명한다.
 이스라엘 백성의 울음과 절규가 가득한 와중
 애굽의 공주는 갈대 상자에 누인 '모세'를 아들로 키우게 되는데...
 
 어느 날, 광야의 가시덤불에서 이스라엘 백성을 약속의 땅으로 인도하라는
 하나님의 음성을 들은 모세는 애굽으로 돌아가기로 결심하는데...
 고난의 길 가운데서도 하나님의 약속을 굳게 믿으며 떠나는 출애굽의 여정!
 
 이제, 하나님을 신뢰하며 약속의 땅으로!",https://movie-phinf.pstatic.net/20210928_272/1632809195681HYw6u_PNG/movie_image.jpg?type=m203_290_2
싱크로닉,"판타지, 미스터리, SF",미국,102분,2021 .04.01 개봉,"아론 무어헤드, 저스틴 벤슨","안소니 마키, 제이미 도넌",15세 관람가,"구급 대원인 ‘스티브’(안소니 마키)와 ‘데니스’(제이미 도넌)는
 끔찍한 사망 사건의 현장에 파견된다.
 
 사망자 근처에서 공통적으로 발견되는 싱크로닉이라는 약물,
 그리고 약에 대한 의문을 가진 두 사람은
 ‘데니스’의 딸 역시 같은 약으로 인해 실종되었음을 알게 된다.
 
 약에 대한 비밀을 파헤치는 순간
 시공간의 경계가 산산이 무너지기 시작하는데...
 
 과거로부터 구할 것인가! 바꿀 것인가!",https://movie-phinf.pstatic.net/20210322_194/1616394886763SVgGg_JPEG/movie_image.jpg?type=m203_290_2
