title,genre,nation,running_time,release_date,director,actor,grade,summary,poster
고질라: 킹 오브 몬스터,"액션, 모험, SF",미국,132분,2019 .05.29 개봉,마이클 도허티,"밀리 바비 브라운(매디슨 러셀), 베라 파미가(엠마 러셀), 카일 챈들러(마크 러셀)",12세 관람가,"고질라의 샌프란시스코 공격으로 인해 아들을 잃은 상처로 엠마와 마크, 딸 매디슨 가족은 슬픔 속에 살고 있다.
 미지의 생물을 연구하는 모나크 소속 과학자인 엠마는
 또 다른 공격에 대비해 거대 괴수와 소통하는 주파수를 발견한다.
 그러나 괴수들을 조종해 지구를 초토화 시키려는 테러 세력에게 딸 매디슨과 납치되고,
 주파수로 모스라, 로단, 기도라 등 고대 괴수들이 하나 둘 깨어난다.
 역대급 재난 상황에서 인류의 생존 자체조차 불투명해지고,
 여기에 강력한 고질라의 등장으로 괴수들의 대결은 새로운 국면을 맞이한다.
 또 다시 최악의 위기를 맞은 가족들은 어떻게든 함께 위험을 헤쳐나가야만 하는데...",https://movie-phinf.pstatic.net/20190522_101/1558513130586yABHk_JPEG/movie_image.jpg?type=m203_290_2
"고흐, 영원의 문에서",드라마,미국,111분,2019 .12.26 개봉,줄리안 슈나벨,"윌렘 대포(빈센트 반 고흐), 오스카 아이삭(폴 고갱), 매즈 미켈슨(사제)",12세 관람가,"가난과 외로움 속에 살던 화가 빈센트 반 고흐는 운명의 친구 폴 고갱을 만난다
 그 마저도 자신을 떠나자 깊은 슬픔에 빠지지만 신이 준 선물,
 자연의 아름다움을 담기 위해 몰두한다.
 
 불멸의 걸작이 탄생한 프랑스 아를에서부터 오베르 쉬르 우아즈까지....
 빈센트 반 고흐의 눈부신 마지막 나날을 담은 기록",https://movie-phinf.pstatic.net/20191129_154/1574988869384waHXM_JPEG/movie_image.jpg?type=m203_290_2
공포의 묘지,"스릴러, 공포",미국,101분,2019 .04.10 개봉,"케빈 콜쉬, 데니스 위드미어","제이슨 클락(루이스 크리드), 존 리스고(주드 크랜들), 에이미 세이메츠(레이첼 크리드)",15세 관람가,"갑작스런 사고로 딸 엘리를 잃은 크리드(제이슨 클락)는 죽은 것이 살아 돌아온다는 애완동물 공동묘지에 딸을 묻게 되고, 어딘가 다른 모습으로 돌아온 엘리는 무시무시한 공포의 대상이 되어 가족들의 숨통을 조여오는데……",https://movie-phinf.pstatic.net/20190516_219/1557993341406OX3vX_JPEG/movie_image.jpg?type=m203_290_2
공포의 묘지: 망자의 저주,공포,영국,99분,2019 .12.23 개봉,레베카 매튜스,"제시카 오툴, 데이비드 코터, 리타 시디퀴",15세 관람가,제프는 사람들을 모아 저승의 경계에 가서 죽은 사람을 다시 만나는 망자의식을 시도한다. 무사히 끝난 것 같던 의식. 하지만 그 날 이후 망자들이 나타나 이들의 목숨을 위협한다. 이제 깨어난 망자의 위험한 저주가 시작된다.,https://movie-phinf.pstatic.net/20191223_201/1577062301154RtC0g_JPEG/movie_image.jpg?type=m203_290_2
관전TV,에로,한국,65분,2019 .11.01 개봉,최재후,민정,청소년 관람불가,"눈 앞이 안 보이는 미녀가 있다. 남자친구인 아이디 ‘눈미남친’이 눈먼미녀의 사생활을 몰래 개인방송한다. 눈미남친은 돈을 더 많이 벌기 위해 이벤트를 한다. 짤하트를 제일 많이 쏜 구독자에게 눈먼미녀를 직접 관전 할 수 있는 기회를 준다. 짤하트 랭킹 1위에 오른 구독자 ‘섹스후담배’가 관전을 하게 된다. 섹스후담배는 바로 눈 앞에서 눈먼미녀를 보게 되자 더욱 욕정에 휩싸이게 된다.
 결국 참지 못하고 그녀를 쟁취하기 위해 눈미남친을 기절 시키고 눈먼미녀의 앞에 서게 된다. 눈먼미녀를 유린 하려는 그 순간, 눈먼미녀가 눈을 치켜 뜨며 노려본다.",https://movie-phinf.pstatic.net/20191017_149/1571293072173LMthi_JPEG/movie_image.jpg?type=m203_290_2
광대들: 풍문조작단,드라마,한국,108분,2019 .08.21 개봉,김주호,"조진웅(덕호), 손현주(한명회), 박희순(세조)",12세 관람가,"조선 팔도를 무대로 풍문을 조작하고 민심을 뒤흔드는 광대패 5인방.
 어느 날 조선 최고의 권력자 ‘한명회’로부터
 조카를 죽이고 왕이 된 ‘세조’의 미담을 만들어내라는 명을 받는다.
 
 광대패의 리더 ‘덕호’와 무리들은 목숨을 걸고
 지금껏 듣지도 보지도 못한 놀라운 판을 짜기 시작하는데…
 
 그들이 뜨는 순간, 역사가 뒤바뀐다!",https://movie-phinf.pstatic.net/20190723_30/1563861332950L3kzW_JPEG/movie_image.jpg?type=m203_290_2
교회오빠,다큐멘터리,한국,85분,2019 .05.16 개봉,이호경,"이관희(본인), 오은주(본인), 이소연(본인)",전체 관람가,"“하나님, 저희 가정 이러다 다 죽게 생겼습니다. 주님 살려주세요…”
 딸 아이를 출산하고, 산후조리원에서 나오는 날 들려온 남편의 4기 대장암 소식, 갑작스러운 어머니의 죽음,
 항암치료가 종료된 지 일주일도 채 안되어 알게 된 아내의 4기 혈액암…
 잠시도 숨 쉴 틈 없이 밀려오는 고난에 부부는 깊은 탄식과 함께 기도로 매달리는 것 밖에는 할 수 없었다.
 
 “내 안의 나는 죽고 오직 예수님만 사는 삶…”
 마치 ‘욥’과도 같은 인생. 이해할 수조차 없는 기막힌 상황에도 남편 이관희는 그 누구도 원망하지 않고
 절대로 ‘주님’에 대한 신뢰를 거두지 않았다. 삶과 죽음의 경계에 서 있는 그는 무엇을 바라보았을까.
 어떻게 그런 고백을 할 수 있었을까.
 
 하루라도 더 ‘온전한’ 삶을 살기 위해 몸부림쳐갔던 이관희 집사!
 그가 보여준 순전한 믿음을 통해 다시 삶의 희망을 만난다!",https://movie-phinf.pstatic.net/20200225_117/15826201146282ARD2_JPEG/movie_image.jpg?type=m203_290_2
구스 베이비,"애니메이션, 코미디, 가족",미국,89분,2019 .01.16 개봉,크리스토퍼 젠킨스,"전현무(잭 한국어 목소리), 유아(오키 한국어 목소리), 박성광(칼 한국어 목소리)",전체 관람가,"내가 오리남매 엄마(?)라 구~스?!
 나 혼자 사는 싱글남 구스에게 닥친 최대 위기!
 
 비행 실력 100점, 사회성 0점!
 ‘나 혼자’ 라이프를 즐기는 까칠남 구스 잭의 앞에
 보송보송 귀여운 아기 오리 남매가 굴러들어온다.
 
 거침없이 잭에게 팀플레이를 제안하는 오키,
 무턱대고 잭을 엄마로 오해하는 도키!
 잭이 세상 귀찮은 두 혹과 함께 모험을 시작한 그 때,
 야생의 지배자 반조가 그들의 뒤를 추격해 오는데…",https://movie-phinf.pstatic.net/20181219_119/15451808023629aUGa_JPEG/movie_image.jpg?type=m203_290_2
국경의 왕,드라마,한국,118분,2019 .02.28 개봉,임정환,"조현철(동철), 김새벽(유진)",15세 관람가,"영화를 공부했던 유진은 오래된 친구를 만나러 폴란드에 왔다.
 영화를 공부했던 동철도 오래된 친구를 만나러 우크라이나에 왔다.
 그들은 홀로 유럽을 여행하다가 각자의 도시에 머무르게 되었고, 며칠 뒤 그곳에 오기로 했다는 각자의 대상을 기다린다.
 기다림의 며칠간, 유진과 동철은 도시를 여행하며 낯선 거리와 뜻 밖의 사람, 맛있는 술, 피어나는 꽃, 오래된 예술품들 그리고 낯선 유령들과 만난다.",https://movie-phinf.pstatic.net/20190228_64/1551321196439g2TBo_JPEG/movie_image.jpg?type=m203_290_2
굿 라이어,스릴러,미국,109분,2019 .12.05 개봉,빌 콘돈,"헬렌 미렌(베티), 이안 맥켈런(로이)",15세 관람가,"부유한 미망인 ‘베티(헬렌 미렌)’는 온라인 데이트 사이트에서 ‘로이(이안 맥켈런)’를 만나고, 두 사람은 서로를 의지하며 좋은 관계를 만들어나간다. 하지만 사실 로이는 베티의 돈을 노리고 의도적으로 접근했던 것. 이를 모르는 베티는 로이가 제안한대로 공동 계좌를 만들어 본인의 재산과 로이의 재산을 합하는 데 동의하고, 두 사람은 베를린으로 여행을 떠난다. 그 곳에서 베티는 로이의 정체를 알게 되고 로이에게 복수를 감행하는데…",https://movie-phinf.pstatic.net/20191107_178/1573106093594FSkk6_JPEG/movie_image.jpg?type=m203_290_2
굿바이 마이 러브NK: 붉은 청춘,다큐멘터리,한국,80분,2019 .05.02 개봉,김소영,"김종훈(본인), 최국인(본인), 지나이다 이바노브나(본인)",12세 관람가,"1952년 한국 전쟁 당시 모스크바 국립영화학교로 유학을 떠난 8명의 북한 청년.
 새로운 정치적 열망으로 가득한 그 곳에서 조국에 대한 사랑을 깨닫는다.
 
 “우리 민족의 발전을 위해
 “붉은 광장에서 뜨거운 죽음을 맞이하자!”
 
 죽음까지 결심한 뜨거운 맹세로부터 시작된 이들의 여정은
 시베리아, 무르만스크, 카자흐스탄 등
 세계 속으로 흩어지면서 새로운 세상과 마주하는데…",https://movie-phinf.pstatic.net/20190416_252/1555376957636yCCne_JPEG/movie_image.jpg?type=m203_290_2
굿바이 썸머,"드라마, 멜로/로맨스",한국,71분,2019 .07.25 개봉,박주영,"정제원(현재), 김보라(수민)",12세 관람가,"현재는 고백한 수민에게 차이고 지훈에게 절교 선언을 듣는다.
 모두 언제 죽을지 모를 현재 보다 자기들 생각뿐이다.
 그렇게 무슨 일이 있었는지 알 수 없는 날들 사이로 발음이 이상한 병재가 나타나고,
 뒤섞인 날들은 현재의 시간으로 다시 자연스럽게 이어진다.",https://movie-phinf.pstatic.net/20190628_132/1561688051620OTv9D_JPEG/movie_image.jpg?type=m203_290_2
귀신의 향기,"공포, 멜로/로맨스, 코미디",한국,93분,2019 .07.03 개봉,이준학,"강경준(동석), 이엘(지연)",15세 관람가,"남의 일에 신경 끄세요~
 제발 그냥, 사랑하고 싶다고!
 
 미모의 음대생 지연(이엘)과 달달한 연애 중인 동석(강경준)은 부모님의 등살에 떠밀려 결국 유학을 가게 된다.
 하지만 떠나기 전 날 준비한 근사한 프로포즈이벤트에 지연은 나타나지 않고, 두 사람은 서로에게 오해만 쌓인 채 헤어지게 되는데…
 
 “저 이사 안가요. 전 여기서 못 나가요!”
 
 한편, 지연이 살고 있는 허름한 무궁빌라에 귀신이 나타난다는 흉흉한 소문이 나돌고 경찰에 이어 용하다는 박수무당까지 등장한다! 귀신의 정체는 설마…?",https://movie-phinf.pstatic.net/20190618_61/1560822209917taNcN_JPEG/movie_image.jpg?type=m203_290_2
그것: 두 번째 이야기,스릴러,미국,169분,2019 .09.04 개봉,안드레스 무시에티,"빌 스카스가드(페니와이즈), 제임스 맥어보이(빌), 제시카 차스테인(베벌리)",15세 관람가,"27년마다 아이들이 사라지는 마을 데리, 또 다시 ‘그것’이 나타났다.
 27년 전, 가장 무서워하는 것의 모습으로 나타나 아이들을 잡아먹는 그것 페니와이즈에 맞섰던 ‘루저 클럽’ 친구들은 어른이 되어도 더 커져만 가는 그것의 공포를 끝내기 위해 피할 수 없는 마지막 대결에 나선다.",https://movie-phinf.pstatic.net/20190828_206/1566967731041eErbg_JPEG/movie_image.jpg?type=m203_290_2
그것: 저주의 시작,공포,미국,101분,2019 .10.03 개봉,바비 로,"브랜디 섀퍼(브랜디), 잭 앤드류스(잭), 마이키 로(마이키)",청소년 관람불가,할로윈 데이에 얽힌 소동을 그린 공포 영화,https://movie-phinf.pstatic.net/20200625_54/1593077307420N0MGV_JPEG/movie_image.jpg?type=m203_290_2
그날은 오리라,드라마,중국,130분,2019 .12.12 개봉,허안화,"저우쉰, 곽건화, 펑위옌",15세 관람가,"1941년, 일본군이 홍콩을 점령하기 시작한 어느 날,
 일본의 탄압과 무력에 맞서 나라를 구할
 8백여명의 학자와 문화인들을 구출해야 하는 임무가 주어진다!
 
 이에 삶과 가족, 그리고 민족을 위해
 위험한 임무에 뛰어든 숨은 영웅들의 고결한 희생이 시작되는데…",https://movie-phinf.pstatic.net/20191125_224/1574672134947jJ1e2_JPEG/movie_image.jpg?type=m203_290_2
그녀들을 도와줘,코미디,미국,90분,2019 .07.25 개봉,앤드류 부잘스키,"레지나 홀(리사), 헤일리 루 리차드슨(마시)",15세 관람가,"오늘도 엉망이지만,
 눈물을 닦고 ‘더블 웨미’로 출근한 리사.
 탱크톱을 입고 음식을 서빙하는 스포츠 바 ‘더블 웨미’에는
 언제나처럼 매니저 리사를 기다리는 일들이 쌓여있다.
 
 천장에는 도둑이 갇혀있고, 케이블 TV는 안 나오고,
 에어컨은 또 고장이 났고, 직원들은 돌아가며 말썽이다.
 
 하나같이 내 맘대로 되는 게 없는 오늘,
 사정을 알 리 없는 사장에 맞서 직원들을 챙겨주다
 갑자기 해고 통보를 받게 되는데…
 
 인생이 뜻대로 되지 않을 때,
 그래도 계속 웃게 되는 건 바로 웨미 걸즈 덕분!
 힘껏 소리치는 그녀들과 함께, 씩씩하게 다시 WAY TO GO!",https://movie-phinf.pstatic.net/20190627_28/1561610419668YLsxA_JPEG/movie_image.jpg?type=m203_290_2
그녀의 섹스테크닉,멜로/로맨스,일본,70분,2019 .02.07 개봉,레이 사카모토,니시야마 마키,청소년 관람불가,"지진으로 인해 40년 가까이 정신병원에서 지냈던 나가노는 환갑이 된 나이에 병원을 나와 후두암 판정을 받고 말을 할 수 없게 된다.
 세상에 나오게 된 나가노는 고등학교 시절 자신이 돈을 주고 첫 경험을 했던 첫사랑 사치코를 찾기 위해 동경으로 떠나려 한다.
 자전거를 타고 동경에 가려던 나가노는 접촉 사고로 한 여자와 우연히 만나게 되고 후두암으로 아버지를 잃게 된 아픔을 지닌 이 여자와 관계를 갖게 되는데...",https://movie-phinf.pstatic.net/20190201_85/1548985824131nHHvr_JPEG/movie_image.jpg?type=m203_290_2
그대 이름은 장미,코미디,한국,126분,2019 .01.16 개봉,조석현,"유호정(장미), 박성웅(명환), 오정세(순철)",12세 관람가,"딸에겐 잔소리 1등, 딸을 위해선 오지랖 1등, 대한민국 평범한 엄마 ‘홍장미’씨
 우연한 사고로 과거의 남자 ‘명환’을 만나며 평온했던 일상이 꼬여만 가고,
 설상가상으로 그녀의 대단했던(?) 과거까지 들통날 위기에 처한다
 여기에 20년 남사친 ‘순철’까지 끼어들어 강제과거소환을 막으려 애를 쓰기 시작하는데…
 
 평범한 엄마 ‘홍장미’ 씨!
 그녀의 믿을 수 없는 반전과거는 영원한 비밀이 될 수 있을까?!",https://movie-phinf.pstatic.net/20190116_108/1547604367067tLRsG_JPEG/movie_image.jpg?type=m203_290_2
그때 그들,"드라마, 코미디",이탈리아,157분,2019 .03.07 개봉,파올로 소렌티노,"토니 세르빌로(실비오 베를루스코니), 리카르도 스카마르치오(세르조 모라), 엘레나 소피아 리치(베로니카 라리오)",청소년 관람불가,"재계 서열 1위, 미디어 장악, AC밀란 전 구단주, 망언 제조기까지.
 이탈리아를 현혹시킨 최악의 이슈 메이커 실비오 베를루스코니는 정치 스캔들에 연루돼 총리직에서 사퇴한 뒤,
 재기를 위한 발판을 마련하기 위해 개인 별장에 머무른다.
 연예 기획자 세르조 모라는 실비오 베를루스코니의 권력을 통해 인생 역전을 꿈꾸며 그에게 접근한다.
 성공을 향한 욕망으로 뒤틀린 두 남자는 자신의 목적을 이루기 위해 수단과 방법을 가리지 않고 폭주하는데....",https://movie-phinf.pstatic.net/20190212_123/1549950847731ghNLt_JPEG/movie_image.jpg?type=m203_290_2
