title,genre,nation,running_time,release_date,director,actor,grade,summary,poster
마담 싸이코,스릴러,미국,98분,2019 .06.26 개봉,닐 조단,"이자벨 위페르(그레타 히덱), 클로이 모레츠(프랜시스 맥컬린)",15세 관람가,"뉴욕에 살고 있는 젊은 여성 ‘프랜시스’는 지하철에서 주인 없는 핸드백을 줍는다.
 가방의 주인은 혼자 살고 있는 중년의 여인 ‘그레타’.
 
 엄마를 잃은 상실감에 빠져있던 프랜시스는 핸드백을 찾아주면서 그레타와 빠르게 가까워진다.
 저녁식사에 초대받은 프랜시스는 우연히 그레타가 핸드백을 미끼로
 젊은 여성들과 친해진다는 소름끼치는 사실을 알게된다.
 
 그레타는 프랜시스를 집요하게 쫓아다니며 본색을 드러내기 시작하는데…",https://movie-phinf.pstatic.net/20190607_99/1559869665680SMDNA_JPEG/movie_image.jpg?type=m203_290_2
마리아 칼라스: 세기의 디바,다큐멘터리,프랑스,114분,2019 .07.11 개봉,톰 볼프,마리아 칼라스,전체 관람가,"뛰어난 곡 해석력과 마음을 울리는 연기로 전설이 된 디바 칼라스
 하지만 화려한 무대를 내려오면 사랑하는 사람에게 사랑받고 싶었던 그녀, 마리아
 모두가 사랑했지만 끝내 고독했던 디바의 일생이 공개된다!",https://movie-phinf.pstatic.net/20190612_199/1560315280408x0kXk_JPEG/movie_image.jpg?type=m203_290_2
마법안개의 비밀: 황금 보물선을 찾아라,애니메이션,에스토니아,76분,2019 .11.14 개봉,"카스파 앤시스, 헨리 니콜슨, 리호 운트",이다은(모튼 한국어 목소리),전체 관람가,"아빠처럼 멋진 선장이 되고 싶은 ‘모튼’은 어느 날 콧수염 마술사 아저씨의 마법안개총에 맞아 몸이 1cm 로 줄어들고 만다!
 갑자기 커져버린 세상에서 구두로 만든 장난감 배의 꼬마 선장이 된 ‘모튼’은 상상 속 곤충 친구들과 함께 전설의 황금 보물선을 찾기 위한 모험을 떠나게 되는데…",https://movie-phinf.pstatic.net/20191015_243/1571121932343rv00n_JPEG/movie_image.jpg?type=m203_290_2
마션 인베이션,SF,영국,95분,2019 .01.03 개봉,해스래프 둘룰,케이티 색코프,12세 관람가,"화성에서 인간이 생존할 수 있는 공간은 오로지 탐사선 뿐.
 탐사 대장 ‘메킨지’는 과연 인간을 배신한 인공지능을 뛰어 넘어, 화성을 탈출하여 살아 남을 수 있을까!",https://movie-phinf.pstatic.net/20181214_1/1544766634333gQIiW_JPEG/movie_image.jpg?type=m203_290_2
마술피리,공연실황,독일,150분,2019 .04.28 개봉,리디아 스타이어,아담 플라체트카,15세 관람가,"왕자 타미노는 폭군 자라스트로가 밤의 여왕의 딸, 파미나를 납치해갔다는 사실을 전해 듣는다. 파미나를 구하기로 결심한 왕자는 여왕으로부터 마술피리를, 동행자인 새잡이 파파게노는 요술종을 받아 악당의 소굴로 향한다. 하지만 그 곳에서 밤의 여왕의 말과는 달리 자라스트로가 의로운 철학자라는 사실이 밝혀지고 타미노는 그 일원이 되기 위해 여러 시련을 거치기로 약속한다. 파파게노와 함께 감옥을 탈출한 파미나는 마침내 타미노를 만나지만 침묵 수행 중인 그가 말을 하지 않자 버림받았다고 오해를 하게 되는데...",https://movie-phinf.pstatic.net/20190416_37/15554032300576tzfE_JPEG/movie_image.jpg?type=m203_290_2
마왕의 딸 이리샤,애니메이션,한국,83분,2019 .09.26 개봉,장형윤,"천우희(이리샤 목소리), 심희섭(개구리 목소리)",전체 관람가,"마법으로 기억을 잃은 채 평범한 고등학생으로 살아가던 ‘이리샤’는
 친구 ‘진석’의 빼앗긴 영혼을 되찾기 위해 우연히 요정 세계로 떠난다.
 그곳에서 비밀스러운 ‘개구리’, 기타 요정 ‘로비’를 만나고,
 가짜 마왕으로 인해 요정 세계가 위험에 빠졌다는 사실을 알게 되는데…
 
 현실과 요정 세계를 넘나드는 신비로운 모험이 시작된다!",https://movie-phinf.pstatic.net/20190830_290/1567128998572qg1Jl_JPEG/movie_image.jpg?type=m203_290_2
마음의 저편,멜로/로맨스,미국,107분,2019 .02.17 개봉,프란시스 포드 코폴라,"프레드릭 포레스트, 테리 가, 라울 줄리아",청소년 관람불가,고물상을 하는 행크와 여행사를 하는 프래니. 이 둘은 5년 간을 같이 살아온 사이로 갑갑하고 지루한 일상을 탈피하고 싶어하지만 그것도 마음뿐 현실에서는 그 소망을 포기한 채 살아간다. 그렇게 살아오면서 어느덧 서로에 대한 애정도 식고 이들은 마침내 큰 말싸움 끝에 헤어진다. 프래니는 라스베가스의 식당에서 피아노를 치며 노래를 부르는 레이를 만나 그 동안 자신이 꿈꿔왔던 여행을 계획한다. 행크 역시 서커스를 하는 라일라를 만나 사랑을 나누지만 행크의 머리 속에서는 프래니가 떠나가질 않는다. 자신이 진실로 사랑하는 여자는 프래니임을 깨달은 행크는 레이와 함께 있는 프래니를 강제로 끌고 나오지만 프래니의 결심은 굳은 듯 보인다. 행크는 포기하지 않고 레이와 함께 떠나려는 프래니를 공항까지 따라가 설득해 보지만 프래니는 이를 외면하고 결국은 떠난다. 혼자 집으로 돌아온 행크는 낙심하여 프래니의 물건을 태우려 하는데 그 순간 프래니가 집으로 돌아온다.,https://movie-phinf.pstatic.net/20111222_79/1324485305157MaMQY_JPEG/movie_image.jpg?type=m203_290_2
마이펫의 이중생활2,"애니메이션, 모험, 코미디",미국,85분,2019 .07.31 개봉,크리스 리노드,"패튼 오스왈트(맥스 목소리), 케빈 하트(스노우볼 목소리), 제니 슬레이트(기젯 목소리)",전체 관람가,"집을 비우면 다시 시작되는 펫들의 시크릿 라이프!
 집구석 걱정에 하루도 편할 날이 없는 ‘맥스’
 캣닢을 사랑하는 자유로운 영혼 ‘클로이’
 슈퍼히어로를 따라 하는 토끼 ‘스노우볼’
 완벽하게 고양이가 되고픈 강아지 ‘기젯’까지
 아직도 나만 몰랐던 마이펫들의 속마음이 공개된다!
 
 “우릴 키운다고? 그건 니 생각이고~”",https://movie-phinf.pstatic.net/20190805_203/15649916739090lNjN_JPEG/movie_image.jpg?type=m203_290_2
마지막 8월 어느 기념비의 이야기,다큐멘터리,아르헨티나,101분,2019 .02.21 개봉,에두와르도 엘 산체스,다니엘 아라오즈,전체 관람가,"8월에 생을 마감한 미리엄과 연인 라울 남작. 그들의 진실을 찾아서
 감독은 과거 유명한 여배우이자 모험가이자 비행사였던 미리엄 스태포트를 기리는 기념비가 가진 의미와 기원에 대해 조사를 한다.
 많은 인터뷰와 과거 기록을 찾아 나가면서 당대의 뛰어난 작가이자 정치가인 라울 남작과 미리엄의 이야기를 알게 된다.
 1960년대 아르헨티나의 격동하는 정치적 소용돌이 속에서 두 사람의 운명적인 사랑이야기일 것이라는 예상과 달리 기념비에 얽힌 미스터리한 얘기들이 드러나기 시작한다.
 아르헨티나 최초의 여류 비행사를 죽음에 이르게 한 비극적 비행기 추락 사고는 정말 사고였을까?
 미리엄과 함께 사망한 남자 비행사와의 관계는 단순한 동료였을까?
 두 남녀 비행사의 관계를 라울 남작과 주변 사람들은 오해하고 있었을까?
 라울 남작이 죽음을 선택한 극단적인 이유는 무엇일까?
 그리고 무엇보다……두 사람의 사랑은 영원했을까?",https://movie-phinf.pstatic.net/20190128_246/1548653579690UrOVQ_JPEG/movie_image.jpg?type=m203_290_2
마지막 전투,"전쟁, 액션",영국,81분,2019 .01.10 개봉,"션 크로닌, 록 솔트","션 크로닌, 조 스톤-피윙스, 리처드 디 로버츠",15세 관람가,"집에 돌아갈 준비를 하던 군인들은
 우왕좌왕하고 공격을 보이콧하지만
 이미 전투는 시작되고 가장 치열하고
 가장 어리석은 단 1시간의 전투는
 11,000명이 희생되는 비극이 된다.
 역사상 가장 무모한 전쟁을 목격한다.",https://movie-phinf.pstatic.net/20190103_166/1546500250515dBmzz_JPEG/movie_image.jpg?type=m203_290_2
마피아,"액션, SF",러시아 연방,91분,2019 .03.14 개봉,사릭 안드레아시안,"빅토르 베르즈비츠키, 벤야민 스메코프, 유리 추르신",15세 관람가,"2072년 지구, 백 만 달러의 상금을 건 가상현실 서바이벌 게임 “마피아”가 시작된다. 11명의 참가자 중 매일 밤 2명의 마피아는 시민 한 명을 죽일 수 있고, 남은 시민들은 마피아를 찾아야만 우승할 수 있다. 서로를 끊임없이 의심해야 하는 상황에서 참가자들에게는 점점 상상을 초월하는 미션이 주어진다!",https://movie-phinf.pstatic.net/20190306_262/1551857460258xXilW_JPEG/movie_image.jpg?type=m203_290_2
막다른 골목의 추억,멜로/로맨스,한국,89분,2019 .04.04 개봉,최현영,"수영(유미), 타나카 슌스케(니시야마)",12세 관람가,"나고야에 있는 애인 태규를 만나러 간 유미는 그에게 새로운 여자가 생겼음을 알게 된다.
 뜻하지 않은 이별에 낯선 도시를 방황하던 유미는 우연히 막다른 골목에 위치한 카페 '엔드포인트'에 들어선다.
 유미는 그곳에서 카페 주인 니시야마와 서로 다른 사연을 가진 사람들을 만나게 되는데...",https://movie-phinf.pstatic.net/20190306_94/15518655441821f26j_JPEG/movie_image.jpg?type=m203_290_2
말레피센트 2,판타지,미국,119분,2019 .10.17 개봉,요아킴 뢰닝,"안젤리나 졸리(말레피센트), 엘르 패닝(오로라), 미셸 파이퍼(잉그리스 왕비)",12세 관람가,"강력한 어둠의 지배자이자 무어스 숲의 수호자 ‘말레피센트’는 딸처럼 돌봐온 ‘오로라’와 ‘필립 왕자’의 결혼 약속으로 인간 세계의 ‘잉그리스 왕비’와 대립하게 된다.
 이에 요정과 인간의 오랜 연합이 깨지고 숨겨진 요정 종족 다크페이의 리더 ‘코널’까지 등장하면서 두 세계는 피할 수 없는 거대한 전쟁에 휘말리게 되는데…..",https://movie-phinf.pstatic.net/20191004_160/1570150829240zmLfa_JPEG/movie_image.jpg?type=m203_290_2
말모이,드라마,한국,135분,2019 .01.09 개봉,엄유나,"유해진(김판수), 윤계상(류정환)",12세 관람가,"1940년대 우리말이 점점 사라져가고 있는 경성.
 극장에서 해고된 후 아들 학비 때문에 가방을 훔치다 실패한 판수.
 하필 면접 보러 간 조선어학회 대표가 가방 주인 정환이다.
 사전 만드는데 전과자에다 까막눈이라니!
 그러나 판수를 반기는 회원들에 밀려 정환은 읽고 쓰기를 떼는 조건으로 그를 받아들인다.
 돈도 아닌 말을 대체 왜 모으나 싶었던 판수는 난생처음 글을 읽으며 우리말의 소중함에 눈뜨고,
 정환 또한 전국의 말을 모으는 ‘말모이’에 힘을 보태는 판수를 통해 ‘우리’의 소중함에 눈뜬다.
 얼마 남지 않은 시간, 바짝 조여오는 일제의 감시를 피해 ‘말모이’를 끝내야 하는데…
 
 우리말이 금지된 시대, 말과 마음이 모여 사전이 되다",https://movie-phinf.pstatic.net/20181227_80/1545901137289EGbWK_JPEG/movie_image.jpg?type=m203_290_2
맛색녀의 성적유희,멜로/로맨스,일본,89분,2019 .02.07 개봉,히데오 조조,코가와 이오리,청소년 관람불가,"문학 교사인 노부코는 엄격한 어머니와 함께 살며 자신의 욕망을 숨기고 있다.
 어느 날, 학교에서 괴롭힘 당하는 남학생 우치야마가 자신의 사진을 보며 자위하는 모습을 발견한 노부코는 그를 이용하여 장난을 치기로 한다.
 삽입 없이 불장난을 즐기는 우치야마와 노부코. 결국 왕따 때문에 학교를 쉬게 된 우치야마와 만난 노부코는 마지막으로 우치야마와 섹스를 한 뒤, 진짜 자신을 찾기로 한다.",https://movie-phinf.pstatic.net/20190207_126/15495161644687YDxd_JPEG/movie_image.jpg?type=m203_290_2
맛있는엄마들,"에로, 멜로/로맨스",한국,83분,2019 .09.27 개봉,이철,이은미,청소년 관람불가,"아내와 헤어지고 아들 희수와 단둘이 살고 있는 고지식 하지만 외로움을 이기지 못한 지식은 아들인 희수에게 새엄마를 들이면 어떠냐고 제안을 한다. 그리고 지식은 얼마 안돼 열정을 희수의 새엄마로 들인다. 한편 고 지식은 열정 과 아들만을 두고 출장을 가게된다.
 새엄마와 단둘이 남게 된 희수는 속옷이 다 보이는 야한 슬립을 입고 과일을 가지고 들어온 새엄마 열정의 빵빵 한 가슴과 탐스러운 허리와 엉덩이를 보고는 야한 상상을 하게 되고. 열정은 무료함에 아이들을 호주로 보내고 혼자 지내는 친구 순정을 집으로 부르는데. 순정은 화끈한 성격에 쭉쭉 빵빵 몸매로 영계만 보면 주체를 못하는 타입이다. 희수는 우연히 탐스러운 몸매의 순정의 샤워 장면을 목격하고는 순정을 탐하는 상상을 하게 되는데.
 그날 밤 그날 저녁 열정, 순정과 함께 술을 먹던 희수는 과연 꿈에 그리던 그녀들과의 섹스에 성공할 수 있을까?",https://movie-phinf.pstatic.net/20191111_178/15734495890615VmFP_JPEG/movie_image.jpg?type=m203_290_2
매니페스토,드라마,독일,95분,2019 .07.25 개봉,율리안 로제펠트,케이트 블란쳇,15세 관람가,다다이즘부터 누벨바그까지 1인 13역 케이트 블란쳇을 통해 표현되는 예술 선언들,https://movie-phinf.pstatic.net/20190625_179/1561430447689gox00_JPEG/movie_image.jpg?type=m203_290_2
매리,"공포, 스릴러",미국,85분,2019 .12.11 개봉,마이클 고이,"게리 올드만(데이비드), 에밀리 모티머(사라)",15세 관람가,"관광객을 대상으로 레저 투어업을 하는 ‘데이비드’(게리 올드만)는 무언가에 홀린 듯
 딸과 같은 이름을 가진 ‘매리’라는 배 한 척을 사게 된다.
 어딘가 미심쩍어 하는 아내 ‘사라’(에밀리 모티머)와 달리, 그는 설레는 마음을 안은 채
 두 딸과 선원들을 태워 첫 항해에 나서는데…
 승선한 이들은 점점 기묘한 말과 행동을 하기 시작하고,
 매리 호에 얽힌 숨겨진 진실들이 점차 드러나면서
 이 가족의 목숨을 위협하는 정체와 맞닥뜨리게 된다.
 
 “이 배에 다른 존재가 있는 것 같아!”",https://movie-phinf.pstatic.net/20191202_113/1575249741799L7uQ6_JPEG/movie_image.jpg?type=m203_290_2
매트리악,"공포, 스릴러",영국,92분,2019 .05.09 개봉,스콧 빅커스,스콧 빅커스,15세 관람가,"임신한 아내 ‘레이첼’과 남편 ‘맷’은
 인기척조차 없는 곳에서 갑작스런 교통사고를 당하고,
 외딴 농장의 노부부에게 도움을 요청한다.
 
 두 아들과 함께하는 줄 알았던 노부부에게
 또 다른 여자 아이가 있는데…
 
 수상한 비밀이 있다, 그리고 덫에 걸렸다
 누구도 이 집을 벗어날 수 없다!",https://movie-phinf.pstatic.net/20190424_266/1556070922624YF2uv_JPEG/movie_image.jpg?type=m203_290_2
맨 인 블랙: 인터내셔널,"액션, 코미디, SF",미국,115분,2019 .06.12 개봉,F. 게리 그레이,"크리스 헴스워스(에이전트 H), 테사 톰슨(에이전트 M)",12세 관람가,"자신의 모습을 감추고 오랜 시간 지구를 위협해 온 외계인을 감시하는 MIB본부.
 MIB 본부에도 변화가 요구되면서 신입요원 에이전트 M(테사 톰슨)이 영입되고
 MIB 에이스 요원 에이전트 H(크리스 헴스워스)가 듀오로 결성 된다!
 그들에겐 MIB 내부의 스파이를 찾아야 하는 전대미문의 미션이 주어지는데…",https://movie-phinf.pstatic.net/20190607_19/1559868537841RhggT_JPEG/movie_image.jpg?type=m203_290_2
맨디,"액션, 스릴러, 공포",미국,121분,2019 .01.29 개봉,파노스 코스마토스,"니콜라스 케이지(레드), 안드레아 라이즈보로(맨디)",청소년 관람불가,"세상과 동떨어진 깊은 숲속에서 평화로운 삶을 살아가고 있던
 ‘레드’(니콜라스 케이지)와 그의 연인 ‘맨디’(안드레아 라이즈보로).
 어느 날 우연히 ‘맨디’는 사이비 종교 집단의 교주 ‘제레미아’(라이너스 로체)의 눈에 띄게 되어 납치당하고, 그의 말을 거역했다는 이유로 ‘레드’의 눈앞에서 잔혹하게 살해당한다.
 끔찍한 현장, 죽음의 위기에서 간신히 살아남은 ‘레드’는 ‘맨디’를 희생시킨 자들의 정체를 찾아 나선다.
 살리고 싶었지만 살릴 수 없었고, 보고 싶지만 다신 볼 수 없는 사랑하는 여인을 위해
 ‘레드’는 ‘검은 해골단’이라는 단 하나의 단서를 가지고 처절하고 잔혹한 복수를 시작한다.",https://movie-phinf.pstatic.net/20190114_288/1547442630433peD8G_JPEG/movie_image.jpg?type=m203_290_2
먹거나 먹히거나,"액션, 범죄, 드라마, 스릴러",미국,93분,2019 .10.10 개봉,폴 슈레이더,"니콜라스 케이지(트로이), 윌렘 대포(매드 독), 크리스토퍼 매튜 쿡(디젤)",청소년 관람불가,"깔끔한 인생을 추구하는 '트로이'와 범죄자 시절을 그리워하는 '디젤', 악마적인 본성을 드러내는 '매드 독' 이 세 명의 전과자 들은 감옥에서 출소하자마자 멕시코 마피아 두목으로 부터 상대파 갱단 아들을 납치하면 거액을 준다는 말에 바로 아이를 유괴하지만 그 와중에 예상치 못한 침입자를 죽이게 되는데, 그는 바로 유괴한 아이의 아버지였던 것.
 이제 세 건달들은 거액 현상금이 걸린 도망자 신세가 되어 어떤 희생을 치르더라도 다시는 감옥으로 되돌아가지 않게만 해달라고 비는데…",https://movie-phinf.pstatic.net/20191001_64/1569918608253lOlDg_JPEG/movie_image.jpg?type=m203_290_2
메기,"드라마, 미스터리, 코미디",한국,89분,2019 .09.26 개봉,이옥섭,"이주영(여윤영), 문소리(이경진), 구교환(이성원)",15세 관람가,"이 곳은 마리아 사랑병원. 오늘은 민망한 엑스레이 사진 한 장으로 병원이 발칵 뒤집혔어요!
 세상에! 저를 가장 좋아하는 간호사 윤영 씨는 소문의 주인공이 자신과 남자친구일지도 모른다고 의심하고 있어요
 
 과연 윤영 씨는 이 의심의 구덩이에서 빠져나올 수 있을까요?
 
 아, 제 소개가 늦었네요. 저는 메기입니다.",https://movie-phinf.pstatic.net/20190903_89/1567472276429VUl4Y_JPEG/movie_image.jpg?type=m203_290_2
메기의 추억,드라마,한국,102분,2019 .05.08 개봉,김문옥,"정인철(마노인), 전채련(추노파), 이동욱(철구)",12세 관람가,"서울 변두리 공원 공터에 매일 노인들이 모여서 소일을 하고 있다.
 흡사 화창한 봄날, 소풍을 나오것처럼...
 100세 시대를 맞이하였지만 사회와 가족에게 소외 당하고 복지의 사각지대에서
 살아가는 노인들의 애환이 점묘된다.
 그 공원 한쪽에서 구슬픈 바이올린으로 흘러간 명곡 ‘메기의 추억’을 연주하는
 마노인(80세)의 앞에는 몇푼의 지폐와 동전이 외롭게 던져 진다.
 마노인은 낡은 바이올린 하나로 연주를 하며 생계를 유지하는 떠돌이 악사였다.
 그런 마노인을 바라보던 추노파(75세)가 갑자기 “내 남편, 허삼도...
 나이는 마흔세살, 내 남편!“이라고 덤벼 들자 놀라는 마노인이 연주를 멈추고 당황을 한다.
 생면부지의 추노파는 정신이 들락 거리는 치매 환자였다.
 어느날 동네 시장통에서 동네 사람들에게 희롱을 당하는 추노파를
 귀가하던 마노인이 위기에서 구해준다. 이것이 인연이 된다.
 마노인은 몇십년째 살고 있는 옛집에서 늘 사고나 치고 집 나간지 몇 년이 된
 외아들 덕배(40세)만을 기다리며 살아가는 독고노인이였다.
 한편 추노파는 겉으로는 다복한 가정이지만 악독한 며느리에게 괄세를 받고 사는
 치매 노파로 죽지 못해 살아가는 형편이다.
 들락거리는 치매로 집안에서 허구헌날 치매환자로 사고를 친다.
 단, 하나 유일하게 추노파를 챙겨 주는 손녀 효순(10세)가 있기에
 들락 거리는 치매 현상을 극복하며 살아가는데...",https://movie-phinf.pstatic.net/20190124_3/1548291029905ljd5t_JPEG/movie_image.jpg?type=m203_290_2
메리 포핀스 리턴즈,"판타지, 뮤지컬",미국,130분,2019 .02.14 개봉,롭 마샬,"에밀리 블런트(메리 포핀스), 린-마누엘 미란다(잭), 벤 위쇼(마이클 뱅크스)",전체 관람가,"체리트리 가 17번지에 살고 있는 마이클과 세 아이들은 아내와 엄마를 잃고,
 집까지 빼앗길 위기에 처해 슬픔에 잠긴다.
 어느 날, 바람의 방향이 바뀌고 마이클의 가족에게 다시 돌아온 ‘메리 포핀스’는
 사랑스러운 마법으로 가득 찬 황홀한 경험을 선사하는데…",https://movie-phinf.pstatic.net/20190114_278/1547430628262QsUaV_JPEG/movie_image.jpg?type=m203_290_2
메모리즈,드라마,한국,87분,2019 .04.25 개봉,이수성,"이선구(민호), 한주영(정연)",전체 관람가,"구청에서 운영하는 심리 상담센터에서 상담원으로 일하는 민호(35세).
 그는 지역 주민들의 끊임없는 넋두리를 듣는 반복되는 일상에 지쳐가고 있다.
 스트레스로 가족은 물론 주변사람과도 원만한 관계를 맺지 못하던 민호는 새집으로 이사한 후 집에서 이상한 메모가 적힌 포스트잇을 발견하게 된다.
 전 주인이 집에 대해 설명을 세심하게 배려심을 가지고 남긴 메모에 민호는 전 주인에 대한 호기심을 가지게 된다.
 일상에 지쳐 있던 민호는 메모를 발견할 때마다 조금씩 밝아지게 되고 주변사람들과도 잘 지내게 된다.
 전 주인이 여자라는 것을 알게 된 민호는 그녀를 만나보고 싶다는 생각을 하게 되는데…
 민호는 그녀를 만날 수 있을까?",https://movie-phinf.pstatic.net/20190328_130/1553738231369vV0Uh_JPEG/movie_image.jpg?type=m203_290_2
메이트,드라마,한국,92분,2019 .01.17 개봉,정대건,"심희섭(준호), 정혜성(은지)",15세 관람가,"“나 연애 잘 못 해요. 적성에 안 맞아요” 상처 받기 싫어 마음을 못 주는 남자 준호(심희섭).
 “돈도 펑펑 못 쓰는데, 마음이라도 펑펑 쓰면서 살아야지.” 가진 건 마음 하나뿐인 여자 은지(정혜성).
 
 준호는 새로 일하게 된 잡지사에서 은지를 우연히 다시 만나게 된다.
 준호는 은지에게 책임도, 의무도 없는 자유연애를 제안하지만, 따뜻하고 낙천적인 은지에게 점점 깊어지는 본인의 마음을 깨닫기 시작 하는데…",https://movie-phinf.pstatic.net/20181219_104/1545194697920PtTAq_JPEG/movie_image.jpg?type=m203_290_2
명탐정 코난: 감청의 권,애니메이션,일본,109분,2019 .07.24 개봉,나가오카 치카,"타카야마 미나미, 야마자키 와카나, 코야마 리키야",12세 관람가,"19세기말 해적선과 함께 싱가포르 인근 바다에 가라앉았다고 전해지는
 전설의 보물 블루 사파이어 ‘감청의 권’이 모습을 드러내던 날,
 마리나 베이 샌즈 호텔에서 살인사건이 발생하고
 현장에는 피로 물든 괴도 키드의 예고장만이 남겨져 있다.
 하지만 그것은 모두를 뒤흔들 함정!
 
 절체절명에 빠진 괴도 키드는 마법 같은 술수로 여권이 없는 코난을 싱가포르로 데려간다.
 마침 싱가포르에서 개최되는 쿄고쿠 마코토의 가라테 대회를 보기 위한 란과 소노코까지 모두가 모이게 되고…
 
 코난 X 괴도 키드 X 쿄고쿠 마코토, 블루 사파이어 ‘감청의 권’
 그리고 가장 소중한 것을 지키기 위한 세 사람의 피할 수 없는 대결이 시작된다!",https://movie-phinf.pstatic.net/20190626_238/1561537910259KvwIR_JPEG/movie_image.jpg?type=m203_290_2
명탐정 코난:전율의 악보,"애니메이션, 서스펜스",일본,116분,2019 .02.14 개봉,야마모토 야스이치로,"타카야마 미나미(에도가와 코난), 야마자키 와카나(모리 란), 쿠와시마 호우코(아키바 레이코)",12세 관람가,"음악가만을 노린 연쇄살인사건이 발생하고,
 피해자들은 모두 유명한 피아니스트가 설립한 음악 아카데미 출신들임이 밝혀진다!
 한편, 코난과 친구들은 세계적인 음악가들이 모이는 음악홀 설립 기념 콘서트에 초대된다.
 이번 콘서트의 주인공 천재 소프라노 가수를 겨냥한 의문의 사건이 이어지는 가운데,
 그녀를 위험에서 구한 코난은 오히려 범인의 표적이 되고 만다.
 콘서트 직전, 코난은 누군가의 습격을 받아 쓰러지고 음악홀은 연이은 폭발로 불바다가 된다.
 하지만, 란 일행을 포함한 천 명의 관객들은 그 사실을 알지 못한 채 콘서트가 계속되는데…
 과연, 코난은 위기에 빠진 란을 구할 수 있을 것인가?",https://movie-phinf.pstatic.net/20190104_172/1546578136456YlUhI_JPEG/movie_image.jpg?type=m203_290_2
명탐정 피카츄,"액션, 모험, 코미디",미국,104분,2019 .05.09 개봉,롭 레터맨,"라이언 레이놀즈(명탐정 피카츄), 저스티스 스미스(팀 굿맨)",전체 관람가,"기억을 잃은 채 깨어난 피카츄, 난 누구? 여긴 어디?
  유일한 단서는 탐정모자에 적힌 해리란 이름과 주소.
  주소 속 아파트에서 자신의 말을 유일하게 알아 듣는,
  실종된 해리의 아들 팀 굿맨을 만나게 된다.
  명탐정의 촉으로 이건 그야말로 대.박.사.건!
  사라진 아빠를 찾기 위해 피카츄와 떠나는 기상천외한 모험이 시작된다.
  피카피카!",https://movie-phinf.pstatic.net/20190424_53/1556091565705XDpwg_JPEG/movie_image.jpg?type=m203_290_2
모리스,"드라마, 멜로/로맨스",영국,140분,2019 .11.07 개봉,제임스 아이보리,"휴 그랜트(클라이브), 제임스 윌비(모리스 홀)",15세 관람가,"20세기 초 영국, 케임브리지 대학교.
 우연히 만나게 된 모리스와 클라이브는 낡은 관념의 무료한 대학 생활 속에서 서로에게 해방감을 줄 수 있는 존재로 발전해가고, 누구보다 가까웠던 두 사람의 우정은 서서히 사랑의 감정으로 변해간다.
 
 하지만 사랑 하나면 모든 걸 버릴 수 있는 모리스와 그 모든 걸 잃는 게 두려운 클라이브의 사랑은 조금씩 흔들리기 시작한다.",https://movie-phinf.pstatic.net/20191203_152/1575350489487GHs7m_JPEG/movie_image.jpg?type=m203_290_2
모차르트: 프라하의 서곡,"드라마, 멜로/로맨스",체코,103분,2019 .01.29 개봉,존 스텝슨,"아뉴린 바나드, 제임스 퓨어포이, 사만다 바크스",15세 관람가,"1787년. 볼프강 아마데우스 모차르트는 아들을 잃고 비엔나에서 힘든 시간을 보낸 후 프라하에 온다.
 프라하에서 그의 오페라 '피가로의 결혼'이 큰 인기를 끄는 가운데, 모차르트는 대표작이 될 새 오페라 '돈 조반니' 작곡에 전념한다.
 모차르트는 아름다운 소프라노 수자나와 사랑에 빠지지만, 수자나를 아내로 맞이하려는 오페라 후원가 살로카 남작은 질투에 눈이 멀어 무자비한 행동까지 서슴지 않는데...",https://movie-phinf.pstatic.net/20190124_206/154831179686036GAS_JPEG/movie_image.jpg?type=m203_290_2
모험왕 블링키,"애니메이션, 모험, 가족",오스트레일리아,78분,2019 .02.20 개봉,딘 테일러,"이선(블링키 한국어 목소리), 사문영(넛찌 한국어 목소리), 장민혁(잭코 한국어 목소리)",전체 관람가,"아빠처럼 용감한 탐험가가 되고 싶은 꼬마 코알라 ‘블링키’는
 그린패치 동물마을을 도마뱀 왕국으로 만들겠다는 ‘크랭키’를 막기 위해
 전설 속 ‘하얀 용의 바다’로 간 아빠를 찾아 모험을 떠난다.
 
 ‘블링키’는 혼자 떠난 여행길에서
 바깥 세상보다 동물원이 더 좋은 코알라 ‘넛찌’,
 소심한 겁쟁이 목도리 도마뱀 ‘잭코’와 만나 친구가 되는데…
 
 친구가 된 셋은 과연 ‘하얀 용의 바다’를 건너
 아빠를 무사히 찾아갈 수 있을까?",https://movie-phinf.pstatic.net/20190215_35/1550211983867d58vT_JPEG/movie_image.jpg?type=m203_290_2
몬스터 가디언즈,"액션, SF",미국,85분,2019 .03.12 개봉,다니엘 와이즈,"에바레나 마리, 톰 시즈모어, 릭 라바넬로",청소년 관람불가,"1735년 뉴저지, 13번째 아들의 13번째 자녀로 야수 쌍둥이 남매가 태어난다.
 괴수의 모습으로 태어나 이름조차 없는 오빠와 인간의 모습이지만 꼬리가 달린 여동생 지브.
 그들은 300년 동안 늙지도 죽지도 않고, ‘수호자’라고 불리는 인간의 통제를 받으며 노예처럼 살아 오다가 이윽고 인류와의 전면전을 선포한다.
 이에 인간에 대한 살상을 막고자 하는 수호자들과 자유를 찾으려는 야수 남매의 운명을 건 거대한 전쟁이 펼쳐진다.",https://movie-phinf.pstatic.net/20190305_21/1551751684824swogK_JPEG/movie_image.jpg?type=m203_290_2
