reviews,label
"> 미도리카메(바질라멘)+온센타마고
잇텐고의 시그니처 바질라멘!
바질샌드위치는 좋아하지만.. 바질라멘이라니
반신반의하며 주문했는데 생각보다 맛있네요!
어렴풋이 느껴지는 돈코츠의 향이 있는데 바질과 궁합이 나쁘지 않아요

호불호가 갈리는듯 한데 저희는 반호!
꽤나 독특하고 바질과 라멘 궁합도 괜찮아서
다섯번 가면 한번정도씩 먹을것 같고
매번 주문하진 않을것 같아요 ㅎㅎ

> 키요마사(카라이돈코츠)+온센타마고
최근에 국내 라멘의 종류가 다양해지면서
돈코츠라멘 비율이 많이 줄고 있는데
제게는 라멘=돈코츠 같아요ㅠㅠ

간만에 먹어서 더 맛있고 밥말아 먹어도 또 맛있고!
불향 나는 차슈와 부들부들한 온센타마고까지 최고였어요.

# 재방문의사 있음
다음엔 돈코츠도 도전해봐야겠네요!",22
"마들렌 전시회 같은 공간은
누구의 아이디어인지 진짜
먹는 재미에 보는 재미까지 있었던 카페 도식화

쉽게 보지 못하는 독특한 맛의
작품같은 마들렌을 만드는 디저트 카페!

굉장히 신선하고 신기한 조합인데
조화롭게 마들렌에 접목시키면서
엄청난 디저트를 만든 느낌..?!

마냥 독특하기만한게 아니라
맛도 굉장히 좋고 모양까지 예뻐서
여러개 사서 주변에 선물하고 싶었을 정도!

합정/상수에서 디저트 카페나
독특한 카페 찾는다면
꼭 추천하고 싶은 곳!

개인적으론 흑임자랑 송편맛이 맛있었다!",22
"나는 워낙 향채소를 좋아해서
바질라멘도 굉장히 취향저격이었는데
같이 간 친구들은 바질향이 생각보다 강하다며
기본 돈코츠라멘인 키츠네를 1위로 꼽았다 ㅋㅋ

의외로 매운맛 라멘인 키요마사는
뭔가 짬뽕이 떠오르고 생각보다 평범하다며 최하위를..
사실 키츠네나 키요마사 국물에선
그닥 특별한 맛을 찾기 어렵긴 했음..

특히나 나는 솔직히 세종류의 라면들 모두
다 비슷비슷한 맛이라 느꼈어서...
딱히 순위를 매기긴 어려웠지만

그래도 잇텐고의 시그니처인 미도리카메가
독특한 맛이라 가장 맛있게 먹었던 것 같다!

다른 것 보다 얇은 면발을 좋아하는 내겐
마치 소면처럼 얇은 잇텐고의 라멘 면발이
뭔가 소화도 잘 되는 느낌이라 좋았고!

합정 라멘집 TOP 3 맛집이라고 하니 ㅎㅎ
합정에서 독특한 라멘 맛집을 찾는다면
꼭 들러봐도 좋을 듯!",22
"일본라멘이 땡길 때,
지인 소개로 급 가게된 합정에 위치한 라멘 맛집 ""잇텐고""
시그니처 메뉴인 바질라멘에 튀긴 면 추가해서 잘 먹었습니다.
사이드로는 토마토 쯔께모노!

바질향에 적당히 크리미한 육수에 잘 익힌 면발이, 국물까지 다 마시게 합니다.
쯔께모노는 부담스럽지 않은 달콤함으로 느끼함을 덜어줍니다.

오늘부로 제 라멘맛집 리스트에 추가합니다!
*면 추가는 양이 많으니 두분이시면 하나만 주문하세요.",22
"바질라멘: 매생이떡국같은 느낌이고, 돈코츠육수에 김가루를 뿌린맛이에요. 암튼 국물이 아주 맛있었어요! 근데 면 먹을때 풀향이 좀 나서 그건 별로였어요. 차슈는 아주 크고 맛있었어요. 재방문 한다면 다른걸 먹어보고싶어요. 바질라멘은 한번 먹은걸로 만족하는 정도입니다!

토마토: 새콤달콤하니 맛있었어요! 느끼함을 확 잡아줍니다.

평일인데도 5시 조금 넘으면 웨이팅 있어요. 그치만 회전율이 좋습니다.",22
"합정 ‘잇텐고'

- 미도리라멘, 키요마사

바질라멘으로 유명한 잇텐고! 내부가 엄청 아담해요.

바질라멘이 유명하지만 .. 의외로 매운라멘이 더 입맛에 맞았어요! 한국인이라면 누구나 반가워할 익숙한 맛. 걸쭉하면서도 시원하게 매콤해서 맛있더라구요:)

바질라멘은 바질러버인 저에게 신선한 충격이었던 맛! 야채의 신선한 맛이 느껴지는 맛이었고 은은하게 느껴지는 바질 맛이 엄청 향긋했어요.

맛은 있었지만 한번 방문해본걸로 만족인 곳!",22
"키츠네에 차슈추가. 다른 메뉴 하나씩은 친구 둘이서 시켰다.
스푼은 렝게가 아니라 그냥 평범한 나무숟가락. 평소에 집에서도 렝게를 쓰는 사람이라 조금 아쉬웠다.

사골육수라고 써있는데 일반적인 돈코츠랑 대단히 차이가 있는지는 모르겠다.
면은 얇고 보통 정도 익기로 나온다. 고명 구성이 단순하다. 차슈 두 장과 파가 고명으로 나온다. 이건 다른 메뉴들도 마찬가지.
차슈는 한쪽 면을 직화로 지졌다. 직화된 면이 혀에 닿는 방향으로 먹으면 두 배는 맛있다.
국물은 클래식한 느낌이다. 후첨 조미료가 후추인지 모르고 반쯤 먹은 뒤에 들이 부었는데 후추 향이 강해서 나머지 향이 죽어버렸다. 시간이 좀 지나니 괜찮아지긴 했는데 조금 아쉽.

다른 메뉴들은 국물만 마셔봤다.
키요마사는 해산물 향이 느껴진다. 다소 매운편.

간판메뉴라고 할 수 있는 미도리카메는 의외로 썩 맛있진 않았다. 바질이 살짝 비릿한 뒷맛을 가져오고 라멘육수랑 어울리지가 않았다. 친구는 고명으로 오는 파와의 조합도 별로라고 했다.",22
"합정에 바질라면 먹고 왔습니당

바로옆에 라무라랑 고민하다가
라무라는 웨이팅이 많아서
잇텐고는 웨이팅없이 바로 들어갔어요


내부는 전부 다찌 형식이고
바질라멘에 차슈추가 + 계란 해서 먹었어요

메뉴는 굉장히 빠르게 나오고
국물이 생각보다 맛있고 좋았어요
담백한스타일은 아닌것같은데
바질맛이 잡아줘서 느끼하지도 않고 괜찮았어요

면도 적당한 두께에 잘 익어서
좋았구요

차슈가 진짜 맛있었어요
꼭 추가하세요..!
적당한 두께감에 잘 익어서 너무 맛있었습니당",22
"합정동에게 자리내어준지 좀 오래
홍대의 화려함은 이제 합정동으로 넘어갔다
합정동에서 대학 찬구 만나기로해서찾아간곳
매장안이 참 아늑한 느낌이다
아기자기하지만 소박한 인테리어와 소품이
일제스러운 느낌을 준다
그리고 일하시는 분들이 친절해서 맘에 들었다
일단 첫인상은 좋았음

몇명이서 거기서 파는 메뉴를 다 시켜서 쉐어해서 맛을 보았는데 특히 바질라멘의 향긋한 바질향이 좋았다
양은 많지 않아서 좀 아쉬움
남성분들까리라면 양이 좀 적을게다

라멘으로 좀 느끼해질때즘 토마토 쯔케모노를 베어물면
입안이 상쾌해진다
역시 챠슈동도 아담한 사이즈

전체적으로 라멘맛이 좋았고, 다른곳에서 맛볼수없는
메뉴가 있어서 좋은 라멘집이다

점심 , 저녁에는 웨이팅해야하니
어정쩡한시간에 방문하시는걸 권유~
(수정하여 재업합니다)",22
"바질라멘이 궁금해서 가게 되었다. 좌석은 모두 다찌석이고 한 번에 열댓명이 앉을 수 있다. 일행이 모두 와야 입장 가능.

■ 키츠네
기본 라멘 하나 + 차슈 추가, 바질 라멘 하나 시켜서 나눠 먹었다. 키츠네가 기본 라멘! 육수는 간이 엄청 센 편은 아니었는데, 고소한 돼지 육향이 났다. 어떻게 보면 좀 슴슴하기도 했다. 깔끔해서 조개 육수 같기도 했다.
차슈는 얇고 부드러워서 잘 찢어졌다. 토치로 그을려서 강렬한 불맛을 입힌 게 킥. 면은 꼬독꼬독 씹는 맛이 있었다.

■ 미도리 카메
이게 바질 라멘이다. 식당에 들어서자마자 바질 냄새가 폴폴 풍겨서 어떠려나 기대 반 걱정 반이었다. 생각보다 라멘 국물과 잘 어울렸다. 근데 뭔가 경험해 보는 측면에서는 매력적인데 주기적으로 또 와서 먹을 거 같지는 않았다.",22
"오랜만에 라멘맛집 탐방 성공!!! 드디어 잇텐고 바질라멘을 영접하다니ㅜㅜ 토욜 12시쯤 갔는데도 웨이팅이 많이 없는 편이었다.5분-10분 정도?? 가게 분위기도 넘 이쁘고 조명도 은은한게 취저.

#미도리카메
바질바질바질 나는 바질를 사랑한다ㅠㅠ 라멘에 바질이라니 사장님은 아이디어 뱅크가 아니었을까.. 라멘과 바질은 어떤 만남일까 기대했는데 정말 의미있는 만남이다. 깔끔한 돈코츠에 향긋한 바질향이 은은하게 나는게 이탈리안 요리를 먹는 것 같은 느낌이다. 면은 말할 것 도 없이 100점. 바질러버로서 바질향이 좀만 더 강력했으면 좋았을 것 같다. 육수 베이스가 진하지 않은게 아쉽긴 하지만 그 아쉬움을 바질이 채워준다.

#키요마사
내가 먹어본 빨간라멘중에 제일 맛나다. 오레노 빨간라멘을 압도하는 맛. 육수가 엄청 진한데 약간 김치찌개맛이 살짝 나는게 한국인에게 특화된 맛. 난 김치찌개 싫어하는데도 넘 맛있게 잘 먹음ㅋㅋ 차슈의 기름기 부분과 빨간 국물을 같이 먹으니까 치즈맛이 났는데 무슨 생화학적 작용이 일어났는지 궁금하다.. 진짜 존맛이당..
⠀
아쉬운 점은 아지타마고가 기본제공 안된다는 점? 추가로 시켰는데 계란이 차가워서 실망 ㅠㅠ 그래도 라멘자체가 넘 훌륭하기 때문에 재방문 의사는 무족권 있다!!!!",22
"아지타마고가 기본구성에 없고 별도 구매인 라멘 집은 처음..
바질이 들어간 게 독특하고, 웨이팅이 없다면 먹어 볼 만하다. 기다려서 먹었으면 약간 실망스러웠을 듯한 맛.",22
바질라면은 뭔가 특별함은 없었지만 기대이상이었다. 오히려 그 매운 라면 그게 낫더라. 근데 회전율이 너~~무 낮아서 다신 방문하고 싶진 않다.,22
"* 맛집인스타 : @tastekim_v

바질라멘으로 유명한 라멘집이다.
근방의 라무라와 함께 궁금하던 가게로 휴가인 김에 방문했다.

점심시간이라 평일임에도 웨이팅이 있었다. 나는 혼자라 바로 들어갔고, 2~3명 손님들도 오래 지나지 않아 입장하는 모습을 확인할 수 있었다.

좌석은 중앙을 빙 둘러놓은 형태인데, 직원 한분이 손님을 응대하다보니 동선의 효율성을 고려하신 것 같다. 그만큼 회전이 빠르다.

가게도 아기자기하게 잘 꾸며져 있고 물이 보리차인 것도 맘에 들었다. 라멘도 금방 나온다.

[메뉴]
- 미도리카메(바질라멘)

(0) 자리에는 단무지와 고추절임이 세팅되어 있다. 어디서나 먹는 그 맛이다.

(1) 바질의 비쥬얼이 상당하지만, 정작 향은 가볍게만 난다. 국물 전체에 떠있기 때문에 맛보면서 계속 입에 향이 퍼진다.

일반적으로 떠올리는 바질향은 아니다. 떡국에 뿌린 김가루가 연상되는 것이 해조류와도 비슷한 느낌을 받았다.

(2) 국물의 염도는 높은 편이지만 우리가 생각하는 일반적인 라멘처럼 진하지 않고 가볍다.

엄밀히 말하면 고소한 편. 바질의 향긋함을 살리기 위해 국물의 점도와 진하기를 조정하신 것 같다.

떠먹다보니 바질과 국물이 섞여 부대찌개 국물에서 생각할 법한 그런 소시지향도 난다.

면도 세면이라 옅은 국물과 잘 어울리나, 짠맛은 좀 튀게 느껴졌다.

(3) 고명은 심플하다. 두 장 들어있는 차슈는 얇지만 불맛이 살아있고, 파채와 숙주는 식감용이다.

파와 바질향이 충돌하지 않을까 생각했지만 파 향은 거의 나지 않는다. 아삭아삭 정도가 파채의 역할이다.

다른 라멘집이라면 기본으로 들어있는 계란도 추가해야 하고, 멘마나 다시마 등도 없다. 후술할 포만감 부족의 원인이다.

보리차로 입을 씻어주며 식사 마무리.

[총평]

향긋하고 색다른 맛이었지만, 묵직함을 기대하는 분들에겐 호불호가 갈릴 메뉴라는 인상이었다.

가벼운 국물, 세면, 적은 고명 때문에 완면을 하고도 만족감이 적었다. 늘 라멘집에서 한 그릇으로 만족했던 것을 생각하면 아쉬운 점.

차슈를 추가하거나 다른 사이드 메뉴를 같이 주문하는 것도 방법일 것 같다.

[가격]
- 바질라멘 10,000",22
"와여기 진짜 몇년전에 갔었는데 아직도 잘되나보네요!
그때도 웨이팅 엄청했는데 ㅠㅠ
바질라면 호불호가 있을수는 있지만 저는 호였습니다",22
"잇텐고 아주 오랜만에 왔는데
여전히 웨이팅있고 핫하고 맛있고 친절하구나

개인적으로 라멘은 추울때 먹어야 진리라고
생각하는데 여기 바질라멘 국물맛은
이상하게 날 풀리는 봄에 생각난다
라멘으로 느끼는 포근하고 산뜻한 봄기운
바질 + 토마토 조합으로 먹으면 느끼하지도 않다

가게가 워낙 작아 웨이팅이 늘 있지만
회전율도 은근히 빠르니 겁먹지말고 기다렸다가
봄 라멘 맛을 느껴보시길",22
"미도리카메와 키츠네가 메인이여서 두개를 시켰고, 추가로 계란 반숙을 시켰다.

국물은 둘 모두 같은데, 바질의 유무의 차이인듯 하다.
둘 모두 파가 들어 있어서, 느끼할 수 있지만 파 덕분에 조금 덜 느끼했다. 양이 조금 적은 듯 하여, 만약에 재방문 한다면 차슈를 추가하거나, 차슈동을 추가해서 먹을 것 같다.
면은 얇아서 국물이 흠뻑 적셔진 라멘 면발이 맛이 좋았다.

테이블 U형인 라멘집이여서 반대편 사람 얼굴이 조금 의식되지만, 라멘이 맛있어서 크게 거슬리진 않았다.

혼라멘 하는 손님도 많았다.",22
쏘쏘…^^..,22
있었는데 없었습니다,22
"실망. 왜 점수가 높은건지 이해가 안됨 육수도 시판용마냥 얕고 무엇보다 바질이 정말 거부감든다 씁쓸하다 좀 많이 쓰다 국물과 면이 따로논다 그냥 일반 라멘보다 맛이 없었다 사이드도 약하고 여러모로 별로
1/5",22
"합정은 라멘맛집들이 즐비하기로 유명한데 그중
잇텐고에서 바질라멘 먹고 왔습니다

토요일 11시30분 오픈시간에 맞춰 도착했지만
이미 대기하던 손님들이 많아 30분 웨이팅

대기 명단에 이름과 대기인수 주문할 메뉴를 직접
적으면 되고 저는 미도리카메와 아지타마고 주문

매장은 ㄷ형태의 다찌석이고 식사할 수 있는
공간은 적고 짐보관이 어려웠어요

미도리카메는 돈코츠느낌의 국물에 바질이 만나니
바질향이 느끼함을 깔끔하게 잡아줍니다

면도 얇고 같이들어간 파채덕분에 식감이 굉장히
좋았고 차슈도 촉촉하니 맛있었습니다

아지타마고는 한정판매인데 익힘정도도 적당하고
간도 강하지않아 라멘과 같이 먹기 좋아요

미도리카메 : 10,000원
이지타마고 (한정판 ) : 1,000원",22
"바질라멘인 미도리 카메가 시그니처인 잇텐고!

잇텐고 특유의 라멘으로 풍부한 바질향과 고소한 맛이 특징이에요.
주변에 워낙 라멘 맛집들이 많아 종류별로 맛있는 라멘들을 다양하게 맛볼 수 있는데
그 중에서도 독특한 라멘을 갖고 있어
더 특별한 곳이지요.

그 외의 라멘들도 충분히 맛있어서 바질에 거부감이 있으셔도 먹기 좋아요.
웨이팅이 조금 긴게 흠이긴 한데 그래도 종종 생각나는 곳입니다.",22
"오랜만에 먹은 잇텐고! 여전히 맛있는 라멘집.
그래도 예전에 먹었던 것보다는 살짝 아쉬웠습니다.

미도리카메(바질라멘) 10,000
미니차슈동 4,000
토마토 츠케모노 3,000

차슈 크기가 조금 작아지고 기대보다 덜 부드러웠어요.
국물에 바질 양도 전보다 적어진 듯해서 약간 아쉬웠어요.
그 전엔 <바질 국물>을 마신다고 느꼈다면
오늘 먹은 건 <고기육수에 바질을 첨가>로 느껴졌어요.

바질 자체가 호불호가 강하게 나뉘다보니
바질이 약간 적어지면서 더 대중적으로 다가갈 수 있을 것 같은데
바질 마니아인 저는 약간 아쉬웠어요.

미니차슈동을 드실바엔 라멘에 차슈 추가하시는걸 추천드려요.
차슈동에 올라간 다져진 차슈가 생각보다 적은 듯 하고
밥그릇 가득 담겨서 떠먹기 약간 힘들어요 ㅜ

그래도 여전히 정말 맛있었어요!
그리고 토마토 츠케모노 정말 상큼하고 맛있어요.
마무리 입가심으로 좋아요 ㅎㅎ
라멘을 드시러 오신다면 츠케모노 강추드립니다!",22
"토마토는 당연히 맛있는거고

바질라면 희귀성으로 따지면 맛있다에서 괜찮다 사이

면은 얇고 단단하다..소금간되어있고 돼지고기는 보통
파 바질 면 돼지고기 각각 따로노는거같음..

맛으로보면 괜찮다에서 별로인사이
양은 나는많아서 남김.쨋든 한번가본거로 족함


평일 오픈시간 : 줄서요 ..메뉴와함께 적기",22
"미도리카메 (10,000)
운좋게 웨이팅 없이 입장. 심야식당을 연상시키는 은은한 조명과 분위기가 정말 드라마속의 세계에 온듯하다. 이 분위기를 위해서라도 밤에 방문하시는걸 추천.
미도리카메는 바질을 넣은 돈코츠 라멘으로, 다른 가게들이 토핑으로 이것저것 많이 얹을때 이곳은 특이하게도 차슈와 파 말고는 없다. 돌이켜봤을 때 살짝 아쉬운건 이 국물과 온센타마고가 매우 잘 어울리지 않았을지, 라는 생각이다.
바질페스토를 싫어하진 않지만 크게 좋아하지도 않아서 굳이 사서 시켜먹지는 않아서 조금 걱정했지만, 맛있다. 굳이 한국식으로 비교하자면 곰탕에 파 팍팍 넣은 시원한 느낌이랄까, 다만 그 곰탕이 돼지뼈로 만든 찐한 국물이라는 것정도? 애초에 파가 또 들어가있기때문에 쉽게 물리지 않는 맛이 인상깊다. 면과 차슈는 맛있지만 그렇게 크게 인상깊지는 않다. 고기를 파에 싸서 드셔보세요.
어쨌거나 색다른 경험을 했고, 한번쯤은 꼭 방문해보면 좋을 곳. 추천드립니다.",22
"바질 라멘
토마토

음 신기하고 유명하다고 해서 웨이팅을 기다리고 먹어봤다
다른 라멘집과 차이점은 면이 무지 얇고 국물에 바질이 엄청 많다는거! 바질이 많아서 그런지 라멘 국물을 먹는 것 같지 않았다. 한번쯤 경험 해보면 좋지만 재방문 의사는 없다.

토마토는 완전 맛있었다!! 달달하니",22
O,22
"코로나 이전에 방문했던 늦은 후기입니다.
웨이팅으로 유명한 잇텐고….
근처에서 일할 때 친구들이 오면 점심 때 가끔 가던 곳인데
11시반에 바로 가야 그나마 웨이팅이 덜하고 12시 넘어가면.. 웨이팅이 언제 빠질지 몰라서 가볼 수 없는 곳이었어요. 지금 코로나 때문에 매장 내 거리두기까지 하면 아마 잇텐고의 웨이팅은 더 심해졌을겁니다..

그럼에도 불구하고 친구들을 데려갔던 이유는 특색있는 바질라멘과 토마토? 무슨 사이드메뉴가 상콤해서 맛있다는 것! 합정하면 대표되는 맛집이기에 한번쯤 가볼 만한 곳인듯 합니다.",22
"라멘을 몇번 먹어본적 없고 라멘을 좋아하지도 않는 사람인데
맛있다고 해서 갔다가 완그릇.. 완라하고 나옴
다른 라멘들보다 덜 짜고 감칠맛이 있는것 같다
국물을 자꾸만 떠먹게하는 그런맛이었고
면은 소면이나 이런것처럼 부드럽기보단 약간 건조, 딱딱한 느낌이었지만 왜 먹는지 알것같은 맛이었다
#망고하이",22
"바질에 환장해서 라멘에 들어가면 어떨까 궁금했다.
한 번 가보고 ‘내 입에는 안맞다’는 생각이 들어서 재방문의사가 없었다. 맨날 긴 줄이 서 있는 걸 보고 친구가 가보고싶어해서 다시 다녀왔다.

바질라멘이 취향에 안맞았나 싶어서 매운라멘을 시켜보았는데, 대체로 진한 라멘을 좋아하는 나랑은 안맞는 것 같다. 같은 가격이라면 나에게는 다른 선택지가 많다. 바질라멘이 궁금하다면 한 번 가보면 알 수 있을 것 같다.

일행 역시 맛은 있지만 대기해서 먹을 정도는 아닌 것 같다는 결론. 한편 다른 친구는 이 곳을 정말 좋아한다. 확실히 취향 타는 듯. 한 번 가보면 앞으로 갈지말지 알 수 있을 거라 생각한다.

아 그리고 먹다가 철수세미조각 나왔다.",22
"✦ 맛 3/5    분위기 4/5    재방문의사 △

합정에서 유명한 라멘집으로 웨이팅이 어마어마했다.
내부는 ㄷ자 형태의 바형식으로 되어있었다.
아무래도 제일 유명한 라멘인 미도리카메, 일명 바질라멘과 가장 기본인 키츠네 라멘을 주문했다.

키츠네라면은 진한 돈고츠 라멘이었는데, 여느 일본 라멘집들과 비슷한 맛이었다. 특별하게 맛있다거나 맛없다거나를 판단하기 힘든 그냥 보통의 맛!
미도리 카메는 등장부터 바질향이 가득했다. 바질을 싫어하는 사람들은 싫어할듯.. 바질이 가득 들어가있어 국물이 초록색이다 ㅋㅋ 위에 있는 차슈가 부드럽고 맛있었다. 바질향이 많이 나는 국물도 괜찮았지만 일본라멘의 느낌은 아니다.
뭔가 면과 국물이 따로노는 느낌..? 조화롭지는 않았다. 바질을 좋아하지만,, 나는 이건 뭐 그냥 그랬다.

다시 방문하게 될지는 잘 모르겠다.
안기다리면 먹어볼만한데, 워낙 합정에 맛있는 식당들이 많기에...
오래 기다려서 먹었는데 오래 기다린만큼 맛있다고 느끼진 못했다 ㅠㅠ",22
"오랜만에 다시가도 맛있는 맛.. 상큼한 바질향이 들어간 라멘의 특색이 좋아요. 차슈덮밥도 짭쪼롬한 밥에 토치불향이 입혀져서 라멘과 같이 시켜먹으면 질리지않고 계속 들어가더라구요.

면을 새로 시키면 토치에 지져져서 나오는데 그거도 나름의 별미
국물 계속 먹었더니 부족하시지않냐고 면추가한거랑 같이 국물도 주셨다.. 맛있어서 다먹고 나왔다. 나중에 기회가 된다면 또 가고싶다.",22
"은은한 부드러운 바질향
기름기가 느껴지고 끊적이지는 않는 점도 부드러운
무겁지 않게 가벼움과 기본 사이에 있는 무게감 그러면서 진한 느낌

불맛이 강조된 차슈 기름기가 적고 부서지지 않는다

덧밥은 찝지름 한 정도의간 불맛 강조됨

밥은 찰기 적은 꼬들밥은 아닌 기본보다 조금 더 익은 밥
면도 단단하거나 꼬들하진 않고 기본 삶기 였다

4~4.1 정도 느낌",22
"⭐️⭐️⭐️⭐️⭐️

라멘의 혁명,,, 초록라멘

여길 몇 번을 갔는데 리뷰를 이제 쓰다니..!

맛: 어디에 들어가도 맛있는 바질,, 라멘에 들어가도 역시 맛있습니다.. 사이드 메뉴인 미니 덮밥도 라멘 기다리며 둘이 노나먹으면 딱이에용

공간: 분위기 짱이에요,, 일본에 와있는 것 같은 느낌 소품들도 넘 귀엽고 전체적으로 아늑해요!

서비스: 언제나 웨이팅이 있는 곳 ㅠㅠ 그렇지만 회전율이 빠른 편이고, 빠르게 정리후 불러주셔서 기분 상한 적 없음! 친절히 주문 잘 받아주심!

위치: 합정역에서 얼마 안 걸으면 등장! 주변에 유명한 마카롱집도 있고 카페도 많아서 꽤 괜찮다구 생각_φ(･_･",22
"바질이랑 라멘 안 어울릴줄 알았는데 생각보다 너무 잘 어울려서 깜짝 놀람!

매운 라멘도 넘나리 맛났음 ㅠㅠ",22
"/먹은 메뉴
키츠네 7,000원
미도리카메 10,000원
키요마사 8,000원

/개인적인 평가
바질라멘으로 유명한 곳이지만 향신료를 잘 먹는 나에게도 약간 낯선 음식으로 다가왔다. 오히려 키요마사가 제일 기억에 남는 깔끔하고 맛있는 라멘이었다. 면도 잘 삶았고 가게 분위기도 좋았지만 바질라멘은 바질을 정말 좋아하시는 분들만 시도하는 게 좋겠다. 아 토마토 쯔케모노는 꼭 시키시길!",22
호불호라고 생각된다만 나는 극 불호다. 뭔가 약먹는 느낌? 비주얼은 독특하다.,22
"인생 세번째 마제소바
첫 마제소바는 모 체인점에서 먹었었는데, 그때부터 진짜 맛있는 마제소바를 먹여주시겠다는 러브콜에 드디어 화답하게 되어 방문. 무려 얼마 전 칸다소바를 예습했기에 두 마제소바는 어떤 차이가 있는지가 자연스레 궁금했습니다.
평일 저녁기준 송리단길에 줄서있는 업장들을 보며 웨이팅이 있을까 우려했지만 다행히 프리패스! 하루에 한정판매된다는 도니꾸 마제소바가 있어 홀린듯 주문했습니다.

- 도니꾸마제소바(₩14000)
민찌와 간마늘, 파, 부추와 노른자로 된 기본 마제소바 위에 두꺼운 돼지고기를 올려낸 마제소바. 나오자마자 슥슥 비벼보면 칸다소바에 비해 덜 짜면서도 감칠맛이 풍부하게 느껴지는 스타일. 위에 토핑으로 올려진 돼지고기는 부드럽기는 했지만 마제소바와 크게 잘 어울린다는 느낌은 별로 들지않아서 그럴바엔 밥추가나 파추가를 하는게 낫겠다 하는 생각이 들었습니다.
소스양이 면양과 딱 적절하게 조화되어서 잘 비벼먹다보면 밥을 비비기엔 살짝 뻑뻑하다 싶은 정도라 약간 의식하고 먹는게 좋을듯 하기도 합니다. (밥 소량 요청할 수 있음)

반쯤 먹다가 다시마식초를 뿌리면 조금 더 산뜻한 느낌의 변주도 가능해서 여러 가지 맛을 느끼며 완그릇 하는 것이 마제소바의 매력이 아닌가하고 세번째만에 깨달았습니다. 아마 또 생각나서 먹으러 오게 될 듯!

재방문의사 있음.",22
맛은 잇지만 개인적으론 칸다소바가 더 맛있는거같당,22
"멘 날 구내식당만 먹다가 사제음식 먹으니
야 이야 와 이거 참 별미네
하 ...물론 내일 다시 구내식당각

맛10 친절10 청결10
주문메뉴: 도니꾸 마제소바 (1.4만)

여유가 생기면 송리단길로 산책을 가는게 이제 어느정도 루틴처럼 굳어졌다.
오늘따라 유난히 일하기가 싫어 급한일을 끝내고 오후반차를 내거나, 마감을 끝내고 익월 초 어느정도 여유를 즐길 때 항상 들리는 이곳.

집에서 석촌호수까지는 금방이다. 최근들어 이것만큼 감사하는 일은 없다.
생각이 복잡하거나 기분이 안좋을 때는 호수를 두어바퀴 돌고, 송리단길에 식사를 하러 간다. 디저트까지 해치우면 복잡했던 심경도 정리가 되어 환기된다.

멘야하나비를 보고 있자니 유비와 제갈량의 삼고초려가 떠오른다.
이번이 세번째 방문이었고, 드디어 멘야하나비의 마제소바를 먹을 수 있음에 감사했다.
물론 앞두번은 브레이크타임을 못본 내 잘못이지만…
이번에도 역시나 인기 때문에 웨이팅이 길게 늘어섰지만 혼자 왔다하니 바로 입장시켜주셨다. 한 20분 기다렸나.

나는 늦은 나이에 마제소바에 입문했는데, 그 시작은 부끄럽게도 빅뱅의 승리씨가 차린 아오리의 행방불명이다.
논란이 터질대로 터진 그지만, 그래도 음식 만큼은 꽤나 준수한 퀄리티를 내준거에 감사해야할지, 신기하다 해야할지.

아무튼 그 이후에도 경복궁에 위치한 칸다소바, 잠실 인근의 정라멘 등 유명하다는 곳의 마제소바를 먹어왔고 늘 이 메뉴가 내주는 맛에 감탄했다.

키오스크로 주문하자 메뉴는 금방 주문됐다.
일본 식당 특유의 그 분위기. 큰소리로 들리는 맛있게 드십쇼!
두껍고 부드러운 돼지고기가 고명처럼 올라가는데, 군침이 싹 돈다.
기본재료로 부추, 간마늘, 고등어가루 김, 노른자, 고기고명, 파가 잔뜩 들어가는데 비주얼이 정말 이 세상 비주얼이 아니다.

슥슥 비벼서 한입 하는데 감칠맛이 제대로다.
짭짤하면서 기름지고, 식감도 좋고 정말 마제소바는 마제소바다.
다 먹어갈즈음 다시마 식초 넣고 비벼 먹었는데, 그냥 먹는게 더 낫지 싶다.
밥으로 마무리.",22
"수십년....은 아니고 몇년전에 신사점에서 먹어보고
두번째로 가본 멘야하나비!!!
마제소바 첨 입문했었는데 너무 맛있어서 감동했었는데
마침 평일 오후반차라 기회가 생겨서 볼일보고 미친듯이 달려갔다.
점심시간 조금 지난 1시반이었나?? 브레이크타임 걸릴까봐 주차하고 재빠른 걸음으로 갔던거 같다.

몇 자리 있어서 널널 했다.
면추가의 유혹이 있었지만... 첨에 먹었을때도 꽤 배불렀던거 같아서... 참았다.
조금기다리니까 바로 나왔고
역시나 비주얼부터 합격! 가운데 노른자가 영롱하게 인사하고있었다 멘-하!

뜨끈뜨근한 마제소바 슥슥 젓가락으로 무심하게 비빈 후에 한젓가락 먹으니
진짜 고독한 미식가 주인공이 된 마냥 감동의 표정이 절로 지어졌다 가슴깊은곳에서 울리는 그 깊은 감동 ㅋㅋㅋㅋ 이게 바로 힐링이지

메뉴얼대로 면 2/3정도 먹고나면
다시마식초 솔솔 뿌려가며 먹으면 감칠맛은 폭발 ㅎㅎ
이것은 마치 평양냉면 면에 식초 목욕시켜서 먹는 그런 느낌이다

면 다먹고나면 밥 조금 달라고해서 섭섭하지 않게
깔끔하게 마무리해주면 된다

재방문의사 꼭 있음
fin.",22
